Source,Target,Type,Id,Label,timeset,Weight,source_airport,dest_airport,codeshare,stops,equipment,airline,airline_name,airline_alias,airline_iata,airline_icao,airline_callsign,airline_country,airline_active,background_map_edge
1665,1074,Directed,79844,,,1,GVA,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1701,1074,Directed,79845,,,2,IST,CMN,,0,330 332 343,TK,Turkish Airlines,\N,TK,THY,TURKAIR,Turkey,Y,
2072,1074,Directed,79846,,,3,JED,CMN,,0,330,XY,Nas Air,\N,XY,KNE,NAS EXPRESS,Saudi Arabia,Y,
3797,1074,Directed,79847,,,1,JFK,CMN,,0,763,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
951,1074,Directed,79848,,,1,LAD,CMN,,0,763,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
970,1074,Directed,79849,,,1,LBV,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
970,891,Directed,79850,,,1,LBV,SSG,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
298,248,Directed,79851,,,2,LFW,ACC,Y,0,DH8,ET,Ethiopian Airlines,\N,ET,ETH,ETHIOPIAN,Ethiopia,Y,
502,1075,Directed,79853,,,5,LGW,RAK,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
507,1074,Directed,79854,,,1,LHR,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
507,1080,Directed,79855,,,1,LHR,TNG,,0,73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1638,1074,Directed,79856,,,2,LIS,CMN,Y,0,100 319 ER4 BEH,TP,TAP Portugal,TAP Air Portugal,TP,TAP,AIR PORTUGAL,Portugal,Y,
273,1074,Directed,79857,,,1,LOS,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1054,1074,Directed,79858,,,2,LPA,CMN,Y,0,AT7,NT,Binter Canarias,\N,NT,IBB,ROYALAIR MAROC,Spain,Y,
1054,1057,Directed,79859,,,3,LPA,TFN,,0,AT4,PM,Tropic Air,\N,PM,TOS,TROPISER,Belize,Y,
1335,1075,Directed,79861,,,3,LYS,RAK,,0,319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1229,1074,Directed,79862,,,2,MAD,CMN,,0,320 319,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
1229,1075,Directed,79863,,,3,MAD,RAK,Y,0,CR9 CRK CR2,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
1229,1080,Directed,79864,,,3,MAD,TNG,Y,0,CRK CR9,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
1353,1074,Directed,79865,,,1,MRS,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
346,1074,Directed,79867,,,1,MUC,CMN,,0,73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
346,1075,Directed,79868,,,1,MUC,RAK,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1524,1074,Directed,79869,,,2,MXP,CMN,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1524,1075,Directed,79870,,,2,MXP,RAK,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1354,1074,Directed,79871,,,1,NCE,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1354,1075,Directed,79872,,,2,NCE,RAK,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
5673,1074,Directed,79875,,,1,NDR,CMN,,0,738 AT7,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
5673,340,Directed,79876,,,1,NDR,FRA,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
280,1074,Directed,79877,,,1,NIM,CMN,,0,738 73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1094,1074,Directed,79879,,,2,NKC,CMN,,0,73G,L6,Mauritania Airlines International,\N,L6,MAI,ROYALAIR MAROC,Mauritania,Y,
4161,1074,Directed,79880,,,1,NSI,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
4161,897,Directed,79881,,,7,NSI,DLA,Y,0,332,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
1418,1074,Directed,79882,,,1,NTE,CMN,,0,73G 738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1418,1075,Directed,79883,,,2,NTE,RAK,,0,73H,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
1386,1064,Directed,79884,,,2,ORY,AGA,,0,73H 320,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
1386,1074,Directed,79885,,,1,ORY,CMN,,0,738 763,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1386,5671,Directed,79886,,,2,ORY,ESU,,0,73H,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
1386,1066,Directed,79887,,,1,ORY,FEZ,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1386,1070,Directed,79888,,,2,ORY,OUD,,0,73H,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
1386,1077,Directed,79889,,,1,ORY,OZZ,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1386,1075,Directed,79890,,,2,ORY,RAK,,0,73H 320,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
1386,1072,Directed,79891,,,3,ORY,RBA,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1386,1080,Directed,79892,,,1,ORY,TNG,,0,738 73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
246,1074,Directed,79893,,,1,OUA,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1070,302,Directed,79895,,,1,OUD,BRU,,0,73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1070,1074,Directed,79896,,,1,OUD,CMN,,0,73G AT7 738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1070,1386,Directed,79897,,,2,OUD,ORY,,0,73H,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
5665,1050,Directed,79898,,,1,OXB,BJL,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
5665,1074,Directed,79899,,,1,OXB,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
5665,5674,Directed,79900,,,1,OXB,RAI,,0,73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1077,1074,Directed,79901,,,1,OZZ,CMN,,0,738 AT7,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1077,1386,Directed,79902,,,1,OZZ,ORY,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
886,883,Directed,79903,,,4,PNR,BZV,,0,732 733,Q8,Pacific East Asia Cargo Airlines,\N,Q8,PEC,PAC-EAST CARGO,Philippines,Y,
886,1074,Directed,79904,,,1,PNR,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
5674,1050,Directed,79905,,,1,RAI,BJL,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
5674,1074,Directed,79906,,,1,RAI,CMN,,0,73G 738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
5674,5665,Directed,79907,,,1,RAI,OXB,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1075,1264,Directed,79908,,,2,RAK,BOD,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1075,302,Directed,79909,,,3,RAK,BRU,,0,319,SN,Brussels Airlines,SN Brussels Airlines,SN,DAT,BEE-LINE,Belgium,Y,
1075,1074,Directed,79910,,,1,RAK,CMN,,0,738 AT7 73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1075,502,Directed,79911,,,5,RAK,LGW,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1075,1335,Directed,79912,,,3,RAK,LYS,,0,319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1075,1229,Directed,79913,,,3,RAK,MAD,Y,0,CR9 CRK CR2,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
1075,346,Directed,79915,,,1,RAK,MUC,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1075,1524,Directed,79916,,,2,RAK,MXP,,0,320 319,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1075,1354,Directed,79917,,,2,RAK,NCE,,0,319 320,U2,easyJet,EasyJet Airline,U2,EZY,EASY,United Kingdom,Y,
1075,1418,Directed,79918,,,2,RAK,NTE,,0,73H,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
1075,1386,Directed,79919,,,2,RAK,ORY,,0,73H 320,TO,Transavia France,\N,TO,TVF,FRENCH SUN,France,Y,
1072,1074,Directed,79921,,,1,RBA,CMN,,0,AT7,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1072,1386,Directed,79922,,,3,RBA,ORY,Y,0,320,VY,Formosa Airlines,\N,VY,FOS,IBERIA,Taiwan,Y,
1063,1074,Directed,79923,,,1,ROB,CMN,,0,73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
2082,1128,Directed,79925,,,3,RUH,CAI,,0,320 772 333,SV,Saudi Arabian Airlines,\N,SV,SVA,SAUDIA,Saudi Arabia,Y,
891,1074,Directed,79927,,,1,SSG,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
891,970,Directed,79928,,,2,SSG,LBV,,0,AT7,DH,Dennis Sky,Dennis Sky Holding,DH,DSY,DSY,Israel,Y,
2985,1074,Directed,79929,,,2,SVO,CMN,,0,738,SU,Aeroflot Russian Airlines,\N,SU,AFL,AEROFLOT,Russia,Y,
1435,1074,Directed,79930,,,1,SXB,CMN,,0,73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1057,1074,Directed,79931,,,1,TFN,CMN,,0,AT7,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1080,1074,Directed,79938,,,1,TNG,CMN,,0,AT7 738 73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1080,507,Directed,79939,,,1,TNG,LHR,,0,73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1080,1229,Directed,79940,,,3,TNG,MAD,Y,0,CRK CR9,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
1080,1386,Directed,79941,,,1,TNG,ORY,,0,73G 738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1526,1074,Directed,79942,,,1,TRN,CMN,,0,73G 738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1065,1074,Directed,79943,,,1,TTA,CMN,,0,AT7,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1079,1078,Directed,79944,,,1,TTU,AHU,,0,AT7,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
287,1074,Directed,79945,,,2,TUN,CMN,,0,32A 320 319,TU,Tunisair,\N,TU,TAR,TUNAIR,Tunisia,Y,
5670,1064,Directed,79947,,,1,VIL,AGA,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
5670,1074,Directed,79948,,,1,VIL,CMN,,0,738,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1246,1074,Directed,79949,,,2,VLC,CMN,Y,0,AT7,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
146,1074,Directed,79950,,,1,YUL,CMN,,0,763,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
1678,1074,Directed,79951,,,1,ZRH,CMN,,0,738 73G,AT,Royal Air Maroc,\N,AT,RAM,ROYALAIR MAROC,Morocco,Y,
2749,2709,Directed,79952,,,3,ADZ,BOG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2651,2789,Directed,79953,,,1,ANF,LIM,Y,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2651,2650,Directed,79954,,,3,ANF,SCL,Y,0,320 319,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2699,2789,Directed,79956,,,1,ASU,LIM,,0,E90,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2895,2709,Directed,79957,,,2,AUA,BOG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2705,2709,Directed,79959,,,1,AXM,BOG,,0,AT7 320 318 319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2710,2709,Directed,79960,,,3,BAQ,BOG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2710,2715,Directed,79961,,,1,BAQ,CLO,,0,320 318,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2710,2745,Directed,79962,,,1,BAQ,MDE,,0,318 319 320,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2710,3576,Directed,79963,,,3,BAQ,MIA,Y,0,318 320,US,US Airways,\N,US,USA,U S AIR,United States,Y,
1218,2709,Directed,79964,,,1,BCN,BOG,,0,330,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2708,2709,Directed,79965,,,3,BGA,BOG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2708,2745,Directed,79966,,,1,BGA,MDE,,0,320,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2749,Directed,79967,,,3,BOG,ADZ,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2895,Directed,79968,,,2,BOG,AUA,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2705,Directed,79970,,,1,BOG,AXM,,0,AT7 320 318 319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2710,Directed,79971,,,3,BOG,BAQ,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,1218,Directed,79972,,,1,BOG,BCN,,0,330,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2708,Directed,79973,,,3,BOG,BGA,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2851,Directed,79975,,,4,BOG,CCS,Y,0,E90,V0,Conviasa,\N,V0,VCV,CONVIASA,Venezuela,Y,
2709,2715,Directed,79976,,,3,BOG,CLO,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2714,Directed,79977,,,3,BOG,CTG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2713,Directed,79978,,,2,BOG,CUC,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,1852,Directed,79979,,,2,BOG,CUN,Y,0,E90,CM,Copa Airlines,\N,CM,CMP,COPA,Panama,Y,
2709,2897,Directed,79980,,,1,BOG,CUR,,0,319 318 320,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2718,Directed,79982,,,1,BOG,EJA,,0,320 AT7 318 319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,3494,Directed,79983,,,2,BOG,EWR,,0,73G,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
2709,6055,Directed,79984,,,2,BOG,EYP,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,3533,Directed,79987,,,4,BOG,FLL,,0,320,US,US Airways,\N,US,USA,U S AIR,United States,Y,
2709,340,Directed,79988,,,2,BOG,FRA,Y,0,346,LH,Lufthansa,\N,LH,DLH,LUFTHANSA,Germany,Y,
2709,2560,Directed,79989,,,1,BOG,GIG,,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2564,Directed,79990,,,3,BOG,GRU,Y,0,763,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,1767,Directed,79991,,,1,BOG,GUA,,0,318,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,1909,Directed,79993,,,3,BOG,HAV,Y,0,319,CU,Cubana de Aviación,\N,CU,CUB,CUBANA,Cuba,Y,
2709,3714,Directed,79994,,,2,BOG,IAD,Y,0,319,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
2709,3550,Directed,79995,,,2,BOG,IAH,,0,752 73G,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
2709,2724,Directed,79996,,,2,BOG,IBE,Y,0,DH2,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,3797,Directed,79997,,,4,BOG,JFK,Y,0,330,US,US Airways,\N,US,USA,U S AIR,United States,Y,
2709,2728,Directed,79998,,,3,BOG,LET,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2789,Directed,79999,,,2,BOG,LIM,Y,0,319 763,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2762,Directed,80000,,,1,BOG,LPB,,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,1229,Directed,80001,,,2,BOG,MAD,,0,345 346,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
2709,3878,Directed,80002,,,3,BOG,MCO,,0,319,US,US Airways,\N,US,USA,U S AIR,United States,Y,
2709,2745,Directed,80003,,,3,BOG,MDE,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2731,Directed,80006,,,2,BOG,MTR,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2733,Directed,80007,,,1,BOG,MZL,,0,AT7,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2734,Directed,80008,,,2,BOG,NVA,Y,0,DH2,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2739,Directed,80011,,,3,BOG,PEI,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2741,Directed,80012,,,1,BOG,PPN,,0,AT7 318,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,1871,Directed,80014,,,2,BOG,PTY,,0,738 73G E90,CM,Copa Airlines,\N,CM,CMP,COPA,Panama,Y,
2709,1760,Directed,80015,,,2,BOG,PUJ,,0,E90,CM,Copa Airlines,\N,CM,CMP,COPA,Panama,Y,
2709,2746,Directed,80016,,,1,BOG,RCH,,0,320 318 319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,1892,Directed,80017,,,1,BOG,SAL,,0,320 E90 319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2650,Directed,80018,,,2,BOG,SCL,Y,0,763,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,1762,Directed,80019,,,1,BOG,SDQ,,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,1885,Directed,80021,,,1,BOG,SJO,,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2890,Directed,80022,,,1,BOG,SJU,,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2709,2748,Directed,80023,,,3,BOG,SMR,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2709,2755,Directed,80026,,,2,BOG,VUP,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
1957,1892,Directed,80030,,,1,BZE,SAL,,0,E90,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2851,2709,Directed,80031,,,4,CCS,BOG,Y,0,E90,V0,Conviasa,\N,V0,VCV,CONVIASA,Venezuela,Y,
2851,2789,Directed,80032,,,2,CCS,LIM,Y,0,319,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2715,2710,Directed,80033,,,1,CLO,BAQ,,0,318 320,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2715,2709,Directed,80034,,,6,CLO,BOG,Y,0,320 318,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
2715,2714,Directed,80035,,,1,CLO,CTG,,0,318 320,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2715,2789,Directed,80038,,,1,CLO,LIM,,0,E90,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2715,1229,Directed,80039,,,1,CLO,MAD,,0,330,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2715,2745,Directed,80040,,,1,CLO,MDE,,0,320 319 AT7 318,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2715,2742,Directed,80042,,,1,CLO,PSO,,0,AT7,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2715,1892,Directed,80043,,,1,CLO,SAL,,0,E90,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2715,2716,Directed,80044,,,1,CLO,TCO,,0,AT7,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2714,2709,Directed,80046,,,3,CTG,BOG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2714,2715,Directed,80047,,,1,CTG,CLO,,0,318 320,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2714,2745,Directed,80048,,,1,CTG,MDE,,0,320 318,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2714,3576,Directed,80049,,,3,CTG,MIA,Y,0,318 320,US,US Airways,\N,US,USA,U S AIR,United States,Y,
2713,2709,Directed,80050,,,2,CUC,BOG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2713,2745,Directed,80051,,,1,CUC,MDE,,0,318,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
1852,2709,Directed,80052,,,2,CUN,BOG,Y,0,E90,CM,Copa Airlines,\N,CM,CMP,COPA,Panama,Y,
1852,1892,Directed,80053,,,1,CUN,SAL,,0,321 320 E90,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2897,2709,Directed,80054,,,1,CUR,BOG,,0,319 318 320,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2718,2709,Directed,80057,,,1,EJA,BOG,,0,320 AT7 318 319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
3494,2709,Directed,80060,,,2,EWR,BOG,,0,73G,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
3494,1892,Directed,80061,,,2,EWR,SAL,,0,738,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
6055,2709,Directed,80062,,,2,EYP,BOG,Y,0,320,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
3533,2709,Directed,80066,,,4,FLL,BOG,,0,320,US,US Airways,\N,US,USA,U S AIR,United States,Y,
340,2709,Directed,80067,,,2,FRA,BOG,Y,0,346,LH,Lufthansa,\N,LH,DLH,LUFTHANSA,Germany,Y,
2560,2709,Directed,80068,,,1,GIG,BOG,,0,319,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
2560,2789,Directed,80069,,,2,GIG,LIM,Y,0,320,TA,Grupo TACA,TACA,TA,TAT,TACA-COSTARICA,Costa Rica,Y,
2564,2709,Directed,80071,,,3,GRU,BOG,Y,0,763,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2564,2789,Directed,80072,,,4,GRU,LIM,Y,0,321,TA,Grupo TACA,TACA,TA,TAT,TACA-COSTARICA,Costa Rica,Y,
1767,2709,Directed,80073,,,1,GUA,BOG,,0,318,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
1767,3484,Directed,80074,,,4,GUA,LAX,Y,0,320,US,US Airways,\N,US,USA,U S AIR,United States,Y,
1767,1892,Directed,80076,,,3,GUA,SAL,Y,0,342,IB,Iberia Airlines,\N,IB,IBE,IBERIA,Spain,Y,
1767,1885,Directed,80078,,,2,GUA,SJO,,0,73G E90 738,CM,Copa Airlines,\N,CM,CMP,COPA,Panama,Y,
2673,2789,Directed,80082,,,2,GYE,LIM,,0,763,LA,LAN Airlines,\N,LA,LAN,LAN,Chile,Y,
2673,1892,Directed,80083,,,1,GYE,SAL,,0,E90,AV,Avianca - Aerovias Nacionales de Colombia,\N,AV,AVA,S.A.,AVIANCA,Y,
1909,2709,Directed,80084,,,3,HAV,BOG,Y,0,319,CU,Cubana de Aviación,\N,CU,CUB,CUBANA,Cuba,Y,
3714,2709,Directed,80085,,,2,IAD,BOG,Y,0,319,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
3714,1892,Directed,80086,,,2,IAD,SAL,,0,319 321 320,US,US Airways,\N,US,USA,U S AIR,United States,Y,
3550,2709,Directed,80087,,,2,IAH,BOG,,0,752 73G,UA,United Airlines,\N,UA,UAL,UNITED,United States,Y,
3550,1892,Directed,80088,,,3,IAH,SAL,,0,E90,US,US Airways,\N,US,USA,U S AIR,United States,Y,
