Id,Label,timeset,airport_id,airport_name,airport_city,airport_country,airport_iata,airport_icao,airport_latitude,airport_longitude,airport_altitude,airport_timezone,airport_dst,airport_tz,airport_type,data_source,background_map_node,lat,lng,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,Clustering Coefficient,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
1,,,1,Goroka Airport,Goroka,Papua New Guinea,GKA,AYGA,-6.08169,145.391998,5282,10,U,Pacific/Port_Moresby,airport,OurAirports,,,,4,4,8,5,5,10,9,0.228465,0.239273,0,0.000054,0.000054,1793,1,0.000176,0,19,1,0.00144
2,,,2,Madang Airport,Madang,Papua New Guinea,MAG,AYMD,-5.20708,145.789001,20,10,U,Pacific/Port_Moresby,airport,OurAirports,,,,7,7,14,8,8,16,9,0.228515,0.239752,7.333333,0.000056,0.000056,1793,0.571429,0.000282,0,19,0.571429,0.001969
3,,,3,Mount Hagen Kagamuga Airport,Mount Hagen,Papua New Guinea,HGU,AYMH,-5.82679,144.296005,5388,10,U,Pacific/Port_Moresby,airport,OurAirports,,,,9,8,17,12,10,22,9,0.228532,0.239911,18.666667,0.000058,0.000057,1793,0.388889,0.000398,0,19,0.375,0.002296
4,,,4,Nadzab Airport,Nadzab,Papua New Guinea,LAE,AYNZ,-6.569803,146.725977,239,10,U,Pacific/Port_Moresby,airport,OurAirports,,,,9,9,18,11,11,22,9,0.228549,0.240071,20.5,0.000058,0.000059,1793,0.388889,0.000351,0,19,0.388889,0.002338
5,,,5,Port Moresby Jacksons International Airport,Port Moresby,Papua New Guinea,POM,AYPY,-9.44338,147.220001,146,10,U,Pacific/Port_Moresby,airport,OurAirports,,,,32,32,64,47,48,95,8,0.296006,0.320639,148011.088035,0.003537,0.003531,1793,0.125,0.001286,0,19,0.122984,0.033689
6,,,6,Wewak International Airport,Wewak,Papua New Guinea,WWK,AYWK,-3.58383,143.669006,19,10,U,Pacific/Port_Moresby,airport,OurAirports,,,,4,4,8,6,6,12,9,0.228465,0.239273,0.666667,0.000054,0.000054,1793,0.833333,0.000225,0,19,0.833333,0.00139
7,,,7,Narsarsuaq Airport,Narssarssuaq,Greenland,UAK,BGBW,61.1605,-45.425999,112,-3,E,America/Godthab,airport,OurAirports,,,,5,5,10,5,5,10,9,0.21508,0.223197,25173.348261,0.000032,0.000032,0,0.3,0.000345,0,19,0.3,0.001029
8,,,8,Godthaab / Nuuk Airport,Godthaab,Greenland,GOH,BGGH,64.1917,-51.6744,283,-3,E,America/Godthab,airport,OurAirports,,,,8,8,16,8,8,16,8,0.24877,0.261962,52646.406039,0.000599,0.000611,0,0.178571,0.000486,0,19,0.178571,0.004571
9,,,9,Kangerlussuaq Airport,Sondrestrom,Greenland,SFJ,BGSF,67.012222,-50.711603,165,-3,E,America/Godthab,airport,OurAirports,,,,7,7,14,7,7,14,8,0.269747,0.285328,66795.920229,0.001617,0.001603,0,0.285714,0.000395,0,19,0.285714,0.009727
10,,,10,Thule Air Base,Thule,Greenland,THU,BGTL,76.531197,-68.703201,251,-4,E,America/Thule,airport,OurAirports,,,,1,1,2,1,1,2,12,0.130788,0.132764,0,0,0,0,0,0.000148,0,19,0,0.000156
11,,,11,Akureyri Airport,Akureyri,Iceland,AEY,BIAR,65.660004,-18.072701,6,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,1,1,2,1,1,2,10,0.16619,0.17015,0,0,0,0,0,0.000128,0,19,0,0.000172
12,,,12,Egilsstaðir Airport,Egilsstadir,Iceland,EGS,BIEG,65.283302,-14.4014,76,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,1,1,2,1,1,2,10,0.16619,0.17015,0,0,0,0,0,0.000128,0,19,0,0.000172
13,,,13,Hornafjörður Airport,Hofn,Iceland,HFN,BIHN,64.295601,-15.2272,24,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000039,1,20,0,0
14,,,14,Húsavík Airport,Husavik,Iceland,HZK,BIHU,65.952301,-17.426001,48,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.000039,2,21,0,0
15,,,15,Ísafjörður Airport,Isafjordur,Iceland,IFJ,BIIS,66.058098,-23.1353,8,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,1,1,2,1,1,2,10,0.16619,0.17015,0,0,0,0,0,0.000128,0,19,0,0.000172
16,,,16,Keflavik International Airport,Keflavik,Iceland,KEF,BIKF,63.985001,-22.6056,171,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,34,32,66,46,45,91,7,0.329722,0.359095,69868.685316,0.040247,0.039418,234,0.486631,0.000433,0,19,0.484848,0.232367
17,,,17,Patreksfjörður Airport,Patreksfjordur,Iceland,PFJ,BIPA,65.555801,-23.965,11,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.000039,3,22,0,0
18,,,18,Reykjavik Airport,Reykjavik,Iceland,RKV,BIRK,64.129997,-21.940599,48,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,4,4,8,4,4,8,9,0.199301,0.20634,18807,0.000009,0.000009,0,0,0.000418,0,19,0,0.000688
19,,,19,Siglufjörður Airport,Siglufjordur,Iceland,SIJ,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.000039,4,23,0,0
20,,,20,Vestmannaeyjar Airport,Vestmannaeyjar,Iceland,VEY,BIVM,63.424301,-20.2789,326,0,N,Atlantic/Reykjavik,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0.000039,5,24,0,0
21,,,21,Sault Ste Marie Airport,Sault Sainte Marie,Canada,YAM,CYAM,46.485001,-84.509399,630,-5,A,America/Toronto,airport,OurAirports,,,,4,4,8,4,4,8,8,0.282432,0.297119,9.127396,0.001439,0.001434,67,0.833333,0.00012,0,19,0.75,0.009871
22,,,22,Winnipeg / St. Andrews Airport,Winnipeg,Canada,\N,CYAV,50.0564,-97.032501,760,-6,A,America/Winnipeg,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0.000039,6,25,0,0
23,,,23,Halifax / CFB Shearwater Heliport,Halifax,Canada,\N,CYAW,44.639702,-63.499401,144,-4,A,America/Halifax,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0.000039,7,26,0,0
24,,,24,St. Anthony Airport,St. Anthony,Canada,YAY,CYAY,51.391899,-56.083099,108,-3.5,A,America/St_Johns,airport,OurAirports,,,,3,3,6,3,3,6,9,0.233224,0.242254,3738.360924,0.000106,0.000105,67,0.666667,0.00013,0,19,0.666667,0.001206
25,,,25,Tofino / Long Beach Airport,Tofino,Canada,YAZ,CYAZ,49.079833,-125.775583,80,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0.000039,8,27,0,0
26,,,26,Kugaaruk Airport,Pelly Bay,Canada,YBB,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0.000039,9,28,0,0
27,,,27,Baie Comeau Airport,Baie Comeau,Canada,YBC,CYBC,49.1325,-68.204399,71,-5,A,America/Toronto,airport,OurAirports,,,,4,4,8,6,6,12,8,0.260425,0.274846,1.458077,0.001081,0.0011,67,1,0.000145,0,19,0.916667,0.007493
28,,,28,CFB Bagotville,Bagotville,Canada,YBG,CYBG,48.330601,-70.996399,522,-5,A,America/Toronto,airport,OurAirports,,,,4,4,8,4,4,8,8,0.26036,0.274777,201.751622,0.000949,0.001086,67,0.8,0.00012,0,19,0.75,0.007712
29,,,29,Baker Lake Airport,Baker Lake,Canada,YBK,CYBK,64.298897,-96.077797,59,-6,A,America/Winnipeg,airport,OurAirports,,,,3,4,7,6,6,12,10,0.190277,0.19666,1.666667,0.000002,0.000002,70,0.5,0.00022,0,19,0.5,0.000743
30,,,30,Campbell River Airport,Campbell River,Canada,YBL,CYBL,49.950802,-125.271004,346,-8,A,America/Vancouver,airport,OurAirports,,,,3,3,6,6,6,12,9,0.263578,0.27652,3146.18415,0.000579,0.000578,941,0.333333,0.000151,0,19,0.333333,0.004502
31,,,31,Brandon Municipal Airport,Brandon,Canada,YBR,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports,,,,1,1,2,1,1,2,9,0.254547,0.265787,0,0.000454,0.000455,941,0,0.00005,0,19,0,0.003189
32,,,32,Cambridge Bay Airport,Cambridge Bay,Canada,YCB,CYCB,69.108101,-105.138,90,-7,A,America/Edmonton,airport,OurAirports,,,,4,4,8,6,6,12,10,0.205157,0.212579,5.333333,0.000015,0.000015,70,0.666667,0.000259,0,19,0.666667,0.000871
33,,,33,Nanaimo Airport,Nanaimo,Canada,YCD,CYCD,49.05497,-123.869863,92,-8,A,America/Vancouver,airport,OurAirports,,,,2,2,4,2,2,4,9,0.265161,0.27841,0,0.001015,0.001013,941,1,0.000061,0,19,1,0.007247
34,,,34,Castlegar/West Kootenay Regional Airport,Castlegar,Canada,YCG,CYCG,49.296398,-117.632004,1624,-8,A,America/Vancouver,airport,OurAirports,,,,2,2,4,2,2,4,9,0.265161,0.27841,0,0.001015,0.001013,941,1,0.000061,0,19,1,0.007247
35,,,35,Miramichi Airport,Chatham,Canada,YCH,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0.000039,10,29,0,0
36,,,36,Charlo Airport,Charlo,Canada,YCL,CYCL,47.990799,-66.330299,132,-4,A,America/Halifax,airport,OurAirports,,,,2,2,4,2,2,4,9,0.240175,0.250877,2.041579,0.000242,0.000253,67,0,0.000073,0,19,0,0.002025
37,,,37,Kugluktuk Airport,Coppermine,Canada,YCO,CYCO,67.816704,-115.143997,74,-7,A,America/Edmonton,airport,OurAirports,,,,3,3,6,5,5,10,10,0.20521,0.212606,9387.833333,0.000015,0.000015,70,0.333333,0.000227,0,19,0.333333,0.000707
38,,,38,Coronation Airport,Coronation,Canada,YCT,CYCT,52.075001,-111.445,2595,-7,A,America/Edmonton,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0.000039,11,30,0,0
39,,,39,Chilliwack Airport,Chilliwack,Canada,YCW,CYCW,49.152802,-121.939003,32,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0.000039,12,31,0,0
40,,,40,Clyde River Airport,Clyde River,Canada,YCY,CYCY,70.486099,-68.516701,87,-5,A,America/Toronto,airport,OurAirports,,,,2,2,4,4,4,8,10,0.196306,0.202523,3133.5,0.000004,0.000004,70,0,0.000198,0,19,0,0.000397
41,,,41,Coral Harbour Airport,Coral Harbour,Canada,YZS,CYZS,64.193298,-83.359398,210,-5,A,America/Coral_Harbour,airport,OurAirports,,,,4,4,8,5,6,11,10,0.190288,0.196713,52.061063,0.000002,0.000002,70,0.333333,0.000205,0,19,0.333333,0.000735
42,,,42,Dawson City Airport,Dawson,Canada,YDA,CYDA,64.043098,-139.128006,1215,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0.000039,13,32,0,0
43,,,43,Burwash Airport,Burwash,Canada,YDB,CYDB,61.371101,-139.041,2647,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0.000039,14,33,0,0
44,,,44,Princeton Airport,Princeton,Canada,\N,CYDC,49.468102,-120.511002,2298,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0.000039,15,34,0,0
45,,,45,Deer Lake Airport,Deer Lake,Canada,YDF,CYDF,49.2108,-57.391399,72,-3.5,A,America/St_Johns,airport,OurAirports,,,,5,4,9,8,7,15,8,0.282509,0.297321,5998.804892,0.00165,0.001653,941,0.6,0.0002,0,19,0.55,0.011411
46,,,46,Dease Lake Airport,Dease Lake,Canada,YDL,CYDL,58.422199,-130.031998,2600,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0.000039,16,35,0,0
47,,,47,Dauphin Barker Airport,Dauphin,Canada,YDN,CYDN,51.1008,-100.052002,999,-6,A,America/Winnipeg,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0.000039,17,36,0,0
48,,,48,Dawson Creek Airport,Dawson Creek,Canada,YDQ,CYDQ,55.742298,-120.182999,2148,-7,A,America/Dawson_Creek,airport,OurAirports,,,,2,2,4,2,2,4,9,0.263556,0.276361,1355.001836,0.000561,0.000559,941,0,0.000081,0,19,0,0.004226
49,,,49,Edmonton International Airport,Edmonton,Canada,YEG,CYEG,53.3097,-113.580002,2373,-7,A,America/Edmonton,airport,OurAirports,,,,37,38,75,71,68,139,8,0.325174,0.350578,65913.921295,0.017813,0.017789,941,0.318634,0.001008,0,19,0.317923,0.125785
50,,,50,Arviat Airport,Eskimo Point,Canada,YEK,CYEK,61.0942,-94.070801,32,-6,A,America/Winnipeg,airport,OurAirports,,,,3,3,6,7,7,14,10,0.190265,0.196501,1.333333,0.000004,0.000004,70,0.666667,0.000234,0,19,0.666667,0.000596
51,,,51,Estevan Airport,Estevan,Canada,YEN,CYEN,49.2103,-102.966003,1905,-6,N,America/Regina,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0.000039,18,37,0,0
52,,,52,Edson Airport,Edson,Canada,YET,CYET,53.578899,-116.464996,3043,-7,A,America/Edmonton,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0.000039,19,38,0,0
53,,,53,Eureka Airport,Eureka,Canada,YEU,CYEU,79.994698,-85.814201,256,-6,A,America/Winnipeg,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0.000039,20,39,0,0
54,,,54,Inuvik Mike Zubko Airport,Inuvik,Canada,YEV,CYEV,68.304199,-133.483002,224,-7,A,America/Edmonton,airport,OurAirports,,,,7,7,14,8,8,16,11,0.170445,0.175804,21946.166667,0,0,70,0.095238,0.000588,0,19,0.095238,0.001103
55,,,55,Iqaluit Airport,Iqaluit,Canada,YFB,CYFB,63.756402,-68.555801,110,-5,A,America/Toronto,airport,OurAirports,,,,10,10,20,18,18,36,9,0.244197,0.25659,69574.713255,0.000265,0.000265,70,0.022222,0.000703,0,19,0.022222,0.003401
56,,,56,Fredericton Airport,Fredericton,Canada,YFC,CYFC,45.8689,-66.537201,68,-4,A,America/Halifax,airport,OurAirports,,,,4,4,8,4,4,8,8,0.285962,0.301273,0,0.002708,0.002718,941,1,0.000081,0,19,1,0.017759
57,,,57,Forestville Airport,Forestville,Canada,YFE,CYFE,48.746101,-69.097198,293,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0.000039,21,40,0,0
58,,,58,Flin Flon Airport,Flin Flon,Canada,YFO,CYFO,54.678101,-101.681999,997,-6,A,America/Winnipeg,airport,OurAirports,,,,3,3,6,5,4,9,9,0.233294,0.243,0,0.000113,0.000113,70,1,0.000167,0,19,1,0.001379
59,,,59,Fort Resolution Airport,Fort Resolution,Canada,YFR,CYFR,61.180801,-113.690002,526,-7,A,America/Edmonton,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0.000039,22,41,0,0
60,,,60,Fort Simpson Airport,Fort Simpson,Canada,YFS,CYFS,61.760201,-121.237,555,-7,A,America/Edmonton,airport,OurAirports,,,,1,1,2,2,2,4,10,0.20509,0.212021,0,0.000014,0.000014,70,0,0.000095,0,19,0,0.000367
61,,,61,Kingston Norman Rogers Airport,Kingston,Canada,YGK,CYGK,44.2253,-76.596901,305,-5,A,America/Toronto,airport,OurAirports,,,,1,1,2,1,1,2,8,0.281722,0.295838,0,0.001316,0.001311,941,0,0.000048,0,19,0,0.008498
62,,,62,La Grande Rivière Airport,La Grande Riviere,Canada,YGL,CYGL,53.625301,-77.704201,639,-5,A,America/Toronto,airport,OurAirports,,,,3,3,6,3,3,6,8,0.260317,0.274537,11334.245137,0.000929,0.000936,67,0.333333,0.000139,0,19,0.333333,0.006248
63,,,63,Gaspé (Michel-Pouliot) Airport,Gaspe,Canada,YGP,CYGP,48.775299,-64.4786,112,-5,A,America/Toronto,airport,OurAirports,,,,2,2,4,2,2,4,8,0.237464,0.246748,0,0.000138,0.000148,67,1,0.000092,0,19,1,0.001279
64,,,64,Geraldton Greenstone Regional Airport,Geraldton,Canada,YGQ,CYGQ,49.778301,-86.9394,1144,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0.000039,23,42,0,0
65,,,65,Îles-de-la-Madeleine Airport,Iles De La Madeleine,Canada,YGR,CYGR,47.424702,-61.778099,35,-5,A,America/Toronto,airport,OurAirports,,,,3,3,6,3,3,6,8,0.2375,0.24696,163.200846,0.000138,0.000151,67,0.666667,0.000132,0,19,0.5,0.001467
66,,,66,Hudson Bay Airport,Hudson Bay,Canada,YHB,CYHB,52.8167,-102.310997,1175,-6,N,America/Regina,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0.000039,24,43,0,0
67,,,67,Dryden Regional Airport,Dryden,Canada,YHD,CYHD,49.831699,-92.744202,1354,-6,A,America/Winnipeg,airport,OurAirports,,,,3,4,7,3,4,7,9,0.221477,0.229872,55.466667,0.000004,0.000026,67,0.333333,0.000184,0,19,0.333333,0.001063
68,,,68,Ulukhaktok Holman Airport,Holman Island,Canada,YHI,CYHI,70.762802,-117.806,117,-7,A,America/Edmonton,airport,OurAirports,,,,3,3,6,3,3,6,11,0.170408,0.175166,3143.833333,0,0,70,0.333333,0.000209,0,19,0.333333,0.000519
69,,,69,Gjoa Haven Airport,Gjoa Haven,Canada,YHK,CYHK,68.635597,-95.849701,152,-7,A,America/Edmonton,airport,OurAirports,,,,3,3,6,5,4,9,10,0.205116,0.21234,0,0.000015,0.000015,70,1,0.000214,0,19,1,0.00071
70,,,70,John C. Munro Hamilton International Airport,Hamilton,Canada,YHM,CYHM,43.173599,-79.934998,780,-5,A,America/Toronto,airport,OurAirports,,,,4,4,8,4,4,8,9,0.256295,0.268667,13.968048,0.001011,0.00102,941,0.5,0.000087,0,19,0.5,0.007475
71,,,71,Montréal / Saint-Hubert Airport,Montreal,Canada,YHU,CYHU,45.517502,-73.416901,90,-5,A,America/Toronto,airport,OurAirports,,,,4,4,8,4,4,8,8,0.237951,0.247819,58.101299,0.000181,0.00019,67,0.5,0.00013,0,19,0.416667,0.00193
72,,,72,Hay River / Merlyn Carter Airport,Hay River,Canada,YHY,CYHY,60.839699,-115.782997,541,-7,A,America/Edmonton,airport,OurAirports,,,,3,3,6,3,3,6,9,0.24596,0.256704,0,0.000277,0.000277,70,1,0.000111,0,19,1,0.002556
73,,,73,Halifax / Stanfield International Airport,Halifax,Canada,YHZ,CYHZ,44.880798,-63.508598,477,-4,A,America/Halifax,airport,OurAirports,,,,33,28,61,52,43,95,8,0.315456,0.340593,49887.013635,0.016277,0.015663,941,0.261364,0.000648,0,19,0.253788,0.108528
74,,,74,Atikokan Municipal Airport,Atikokan,Canada,YIB,CYIB,48.773899,-91.638603,1408,-5,A,America/Coral_Harbour,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0.000039,25,44,0,0
75,,,75,Pond Inlet Airport,Pond Inlet,Canada,YIO,CYIO,72.683296,-77.966698,181,-5,A,America/Toronto,airport,OurAirports,,,,2,2,4,3,3,6,11,0.164128,0.167944,1,0,0,70,0,0.000163,0,19,0,0.000323
76,,,76,St Jean Airport,St. Jean,Canada,YJN,CYJN,45.294399,-73.281097,136,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0.000039,26,45,0,0
77,,,77,Stephenville Airport,Stephenville,Canada,YJT,CYJT,48.544201,-58.549999,84,-3.5,A,America/St_Johns,airport,OurAirports,,,,1,1,2,1,1,2,9,0.220309,0.227194,0,0.0001,0.000024,941,1,0.000053,0,19,1,0.001097
78,,,78,Kamloops Airport,Kamloops,Canada,YKA,CYKA,50.702202,-120.444,1133,-8,A,America/Vancouver,airport,OurAirports,,,,3,3,6,5,5,10,9,0.265206,0.278622,0,0.001031,0.00103,941,1,0.000099,0,19,1,0.00755
79,,,79,Waterloo Airport,Waterloo,Canada,YKF,CYKF,43.4608,-80.378601,1055,-5,A,America/Toronto,airport,OurAirports,,,,2,2,4,3,3,6,8,0.280939,0.297196,0,0.001777,0.001771,941,1,0.000065,0,19,1,0.012325
80,,,80,Schefferville Airport,Schefferville,Canada,YKL,CYKL,54.805302,-66.805298,1709,-5,A,America/Toronto,airport,OurAirports,,,,4,4,8,5,5,10,8,0.238712,0.248983,248.00118,0.00018,0.000192,67,0.5,0.000159,0,19,0.416667,0.002021
81,,,81,Kindersley Airport,Kindersley,Canada,YKY,CYKY,51.517502,-109.181,2277,-6,N,America/Regina,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0.000039,27,46,0,0
82,,,82,Buttonville Municipal Airport,Toronto,Canada,YKZ,CYKZ,43.862202,-79.370003,650,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0.000039,28,47,0,0
83,,,83,Chapleau Airport,Chapleau,Canada,YLD,CYLD,47.82,-83.346703,1470,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0.000039,29,48,0,0
84,,,84,Meadow Lake Airport,Meadow Lake,Canada,YLJ,CYLJ,54.125301,-108.523003,1576,-6,N,America/Regina,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0.000039,30,49,0,0
85,,,85,Lloydminster Airport,Lloydminster,Canada,YLL,CYLL,53.3092,-110.072998,2193,-7,A,America/Edmonton,airport,OurAirports,,,,1,1,2,1,1,2,9,0.254547,0.265787,0,0.000454,0.000455,941,0,0.00005,0,19,0,0.003189
86,,,86,Alert Airport,Alert,Canada,YLT,CYLT,82.517799,-62.280602,100,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0.000039,31,50,0,0
87,,,87,Kelowna International Airport,Kelowna,Canada,YLW,CYLW,49.9561,-119.377998,1421,-8,A,America/Vancouver,airport,OurAirports,,,,11,11,22,15,15,30,8,0.297947,0.314917,1413.33491,0.00452,0.004521,941,0.509091,0.000227,0,19,0.490909,0.032276
88,,,88,Mayo Airport,Mayo,Canada,YMA,CYMA,63.616402,-135.867996,1653,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0.000039,32,51,0,0
89,,,89,Moose Jaw Air Vice Marshal C. M. McEwen Airport,Moose Jaw,Canada,YMJ,CYMJ,50.330299,-105.558998,1892,-6,N,America/Regina,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0.000039,33,52,0,0
90,,,90,Fort McMurray Airport,Fort Mcmurray,Canada,YMM,CYMM,56.653301,-111.222,1211,-7,A,America/Edmonton,airport,OurAirports,,,,7,7,14,13,12,25,8,0.29409,0.311794,6372.115473,0.003333,0.003324,941,0.52381,0.000216,0,19,0.52381,0.02398
91,,,91,Moosonee Airport,Moosonee,Canada,YMO,CYMO,51.2911,-80.607803,30,-5,A,America/Toronto,airport,OurAirports,,,,3,3,6,3,3,6,9,0.220604,0.228114,25264.981039,0.000021,0.000021,67,0,0.000207,0,19,0,0.000651
92,,,92,Maniwaki Airport,Maniwaki,Canada,YMW,CYMW,46.2728,-75.990601,656,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0.000039,34,53,0,0
93,,,93,Montreal International (Mirabel) Airport,Montreal,Canada,YMX,CYMX,45.679501,-74.038696,270,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0.000039,35,54,0,0
94,,,94,Natashquan Airport,Natashquan,Canada,YNA,CYNA,50.189999,-61.7892,39,-5,A,America/Toronto,airport,OurAirports,,,,3,3,6,4,4,8,9,0.207013,0.214774,19034.773886,0.000016,0.000016,67,0,0.000223,0,19,0,0.00062
95,,,95,Ottawa / Gatineau Airport,Gatineau,Canada,YND,CYND,45.521702,-75.563599,211,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0.000039,36,55,0,0
96,,,96,Matagami Airport,Matagami,Canada,YNM,CYNM,49.7617,-77.802803,918,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0.000039,37,56,0,0
97,,,97,Old Crow Airport,Old Crow,Canada,YOC,CYOC,67.570602,-139.839005,824,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0.000039,38,57,0,0
98,,,98,CFB Cold Lake,Cold Lake,Canada,YOD,CYOD,54.404999,-110.278999,1775,-7,A,America/Edmonton,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0.000039,39,58,0,0
99,,,99,High Level Airport,High Level,Canada,YOJ,CYOJ,58.621399,-117.165001,1110,-7,A,America/Edmonton,airport,OurAirports,,,,2,2,4,2,2,4,9,0.24542,0.255523,0,0.000262,0.000263,941,1,0.00009,0,19,1,0.00217
100,,,100,Ottawa Macdonald-Cartier International Airport,Ottawa,Canada,YOW,CYOW,45.322498,-75.669197,374,-5,A,America/Toronto,airport,OurAirports,,,,26,26,52,44,45,89,8,0.320847,0.345747,102181.682974,0.017143,0.0171,941,0.421538,0.000573,0,19,0.421538,0.114364
101,,,101,Prince Albert Glass Field,Prince Albert,Canada,YPA,CYPA,53.214199,-105.672997,1405,-6,N,America/Regina,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0.000039,40,59,0,0
102,,,102,Peace River Airport,Peace River,Canada,YPE,CYPE,56.226898,-117.446999,1873,-7,A,America/Edmonton,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0.000039,41,60,0,0
103,,,103,Southport Airport,Portage-la-prairie,Canada,YPG,CYPG,49.903099,-98.273817,885,-6,A,America/Winnipeg,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0.000039,42,61,0,0
104,,,104,Pitt Meadows Airport,Pitt Meadows,Canada,\N,CYPK,49.216099,-122.709999,11,-8,A,America/Vancouver,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0.000039,43,62,0,0
105,,,105,Pickle Lake Airport,Pickle Lake,Canada,YPL,CYPL,51.4464,-90.214203,1267,-5,A,America/Coral_Harbour,airport,OurAirports,,,,1,1,2,1,1,2,9,0.221055,0.228351,3131,0,0.000023,67,1,0.000101,0,19,0.5,0.000541
106,,,106,Port Menier Airport,Port Menier,Canada,YPN,CYPN,49.836399,-64.288597,167,-5,A,America/Toronto,airport,OurAirports,,,,2,2,4,2,2,4,9,0.206876,0.21428,0,0.000017,0.000016,67,1,0.000098,0,19,1,0.000466
107,,,107,Peterborough Airport,Peterborough,Canada,YPQ,CYPQ,44.23,-78.363297,628,-5,A,America/Toronto,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0.000039,44,63,0,0
