Id,Label,timeset,airport_id,airport_name,airport_city,airport_country,airport_iata,airport_icao,airport_latitude,airport_longitude,airport_altitude,airport_timezone,airport_dst,airport_tz,airport_type,data_source,background_map_node,lat,lng,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,modularity_class,Clustering Coefficient,pageranks,componentnumber,strongcompnum,clustering,eigencentrality
2179,,,2179,Abu Dhabi International Airport,Abu Dhabi,United Arab Emirates,AUH,OMAA,24.433001,54.6511,88,4,U,Asia/Dubai,airport,OurAirports,,,,87,85,172,232,237,469,7,0.373748,0.41141,96930.160115,0.059602,0.059302,1034,0.264629,0.002111,0,19,0.260972,0.380062
2180,,,2180,Bateen Airport,Abu Dhabi,United Arab Emirates,AZI,OMAD,24.428301,54.458099,16,4,U,Asia/Dubai,airport,OurAirports,,,,3,3,6,3,3,6,8,0.287272,0.303145,6271,0.001507,0.001489,1034,0.333333,0.000159,0,19,0.333333,0.00985
2181,,,2181,Al Hamra Aux Airport,Al Hamra,United Arab Emirates,\N,OMAH,24.073999,52.4636,50,4,U,Asia/Dubai,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1087,0,0.000039,1079,1100,0,0
2182,,,2182,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,\N,OMAJ,24.187401,52.613998,43,4,U,Asia/Dubai,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1088,0,0.000039,1080,1101,0,0
2184,,,2184,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,DHF,OMAM,24.248199,54.547699,77,4,U,Asia/Dubai,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1089,0,0.000039,1081,1102,0,0
2185,,,2185,Arzanah Airport,Arzana,United Arab Emirates,\N,OMAR,24.7805,52.559898,15,4,U,Asia/Dubai,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1090,0,0.000039,1082,1103,0,0
2186,,,2186,Das Island Airport,Das Island,United Arab Emirates,\N,OMAS,25.1462,52.873699,12,4,U,Asia/Dubai,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1091,0,0.000039,1083,1104,0,0
2187,,,2187,Zirku Airport,Zirku,United Arab Emirates,\N,OMAZ,24.862492,53.077141,14,4,U,Asia/Dubai,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1092,0,0.000039,1084,1105,0,0
2188,,,2188,Dubai International Airport,Dubai,United Arab Emirates,DXB,OMDB,25.2528,55.364399,62,4,U,Asia/Dubai,airport,OurAirports,,,,178,184,362,343,346,689,7,0.402853,0.450355,634716.352947,0.100923,0.102147,1034,0.13685,0.003367,0,19,0.134503,0.64573
2189,,,2189,Fujairah International Airport,Fujeirah,United Arab Emirates,FJR,OMFJ,25.1122,56.324001,152,4,U,Asia/Dubai,airport,OurAirports,,,,1,1,2,1,1,2,9,0.223179,0.230518,0,0.000022,0.000022,1034,0,0.000084,0,19,0,0.000285
2190,,,2190,Ras Al Khaimah International Airport,Ras Al Khaimah,United Arab Emirates,RKT,OMRK,25.613501,55.938801,102,4,U,Asia/Dubai,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1093,0,0.000039,1085,1106,0,0
2191,,,2191,Sharjah International Airport,Sharjah,United Arab Emirates,SHJ,OMSJ,25.3286,55.5172,111,4,U,Asia/Dubai,airport,OurAirports,,,,76,76,152,94,93,187,8,0.301008,0.335989,18074.349119,0.018068,0.018882,1034,0.148185,0.001021,0,19,0.145022,0.132081
2192,,,2192,Khasab Air Base,Khasab,Oman,KHS,OOKB,26.171,56.240601,100,4,U,Asia/Muscat,airport,OurAirports,,,,1,1,2,1,1,2,9,0.246133,0.258059,0,0.000414,0.000415,1034,0,0.000048,0,19,0,0.002795
2193,,,2193,Masirah Air Base,Masirah,Oman,MSH,OOMA,20.6754,58.890499,64,4,U,Asia/Muscat,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0.000039,1086,1107,0,0
2194,,,2194,Muscat International Airport,Muscat,Oman,MCT,OOMS,23.5933,58.284401,48,4,U,Asia/Muscat,airport,OurAirports,,,,51,52,103,97,97,194,8,0.32646,0.357006,23096.090773,0.028514,0.028502,1034,0.352685,0.000969,0,19,0.346154,0.183925
2195,,,2195,Salalah Airport,Salalah,Oman,SLL,OOSA,17.0387,54.091301,73,4,U,Asia/Muscat,airport,OurAirports,,,,5,5,10,6,6,12,8,0.289313,0.306855,2.707553,0.002919,0.002865,1034,0.9,0.000091,0,19,0.9,0.019841
2196,,,2196,Thumrait Air Base,Thumrait,Oman,TTH,OOTH,17.666,54.024601,1570,4,U,Asia/Muscat,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1095,0,0.000039,1087,1108,0,0
2197,,,2197,Bhagatanwala Airport,Bhagtanwala,Pakistan,BHW,OPBG,32.056099,72.948402,600,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1096,0,0.000039,1088,1109,0,0
2202,,,2202,Faisalabad International Airport,Faisalabad,Pakistan,LYP,OPFA,31.365,72.994797,591,5,N,Asia/Karachi,airport,OurAirports,,,,1,1,2,2,2,4,8,0.245728,0.256476,0,0.000225,0.000225,1034,0,0.000062,0,19,0,0.001724
2203,,,2203,Gwadar International Airport,Gwadar,Pakistan,GWD,OPGD,25.233299,62.329498,36,5,N,Asia/Karachi,airport,OurAirports,,,,3,3,6,3,3,6,8,0.25088,0.263677,0,0.000653,0.000653,1034,1,0.000074,0,19,1,0.004796
2204,,,2204,Gilgit Airport,Gilgit,Pakistan,GIL,OPGT,35.9188,74.333603,4796,5,N,Asia/Karachi,airport,OurAirports,,,,1,1,2,1,1,2,8,0.249106,0.260425,0,0.000356,0.00035,1034,0,0.000049,0,19,0,0.002375
2205,,,2205,Shahbaz Air Base,Jacobsbad,Pakistan,JAG,OPJA,28.284201,68.449699,185,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1097,0,0.000039,1089,1110,0,0
2206,,,2206,Jinnah International Airport,Karachi,Pakistan,KHI,OPKC,24.9065,67.160797,100,5,N,Asia/Karachi,airport,OurAirports,,,,36,35,71,62,61,123,7,0.325748,0.352748,39669.028654,0.015447,0.015475,1034,0.338095,0.000817,0,19,0.334127,0.106113
2207,,,2207,Alama Iqbal International Airport,Lahore,Pakistan,LHE,OPLA,31.521601,74.403603,712,5,N,Asia/Karachi,airport,OurAirports,,,,30,30,60,54,54,108,7,0.328032,0.355114,14540.753685,0.022673,0.019932,1034,0.450758,0.000561,0,19,0.444129,0.157574
2208,,,2208,Walton Airport,Lahore,Pakistan,\N,OPLH,31.494801,74.346199,679,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1098,0,0.000039,1090,1111,0,0
2209,,,2209,Mangla Airport,Mangla,Pakistan,XJM,OPMA,33.050098,73.638397,902,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1099,0,0.000039,1091,1112,0,0
2210,,,2210,Muzaffarabad Airport,Muzaffarabad,Pakistan,MFG,OPMF,34.339001,73.508598,2691,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1100,0,0.000039,1092,1113,0,0
2211,,,2211,Mianwali Air Base,Mianwali,Pakistan,MWD,OPMI,32.563099,71.570702,690,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1101,0,0.000039,1093,1114,0,0
2212,,,2212,Moenjodaro Airport,Moenjodaro,Pakistan,MJD,OPMJ,27.335199,68.143097,154,5,N,Asia/Karachi,airport,OurAirports,,,,2,2,4,2,2,4,8,0.245747,0.256636,0,0.000238,0.000237,1034,1,0.000066,0,19,1,0.001981
2213,,,2213,Masroor Air Base,Karachi,Pakistan,\N,OPMR,24.8936,66.938797,35,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1102,0,0.000039,1094,1115,0,0
2214,,,2214,Multan International Airport,Multan,Pakistan,MUX,OPMT,30.203199,71.419098,403,5,N,Asia/Karachi,airport,OurAirports,,,,8,8,16,12,12,24,8,0.290789,0.309009,271.622851,0.003478,0.003494,1034,0.857143,0.000169,0,19,0.857143,0.024643
2215,,,2215,Shaheed Benazirabad Airport,Nawabshah,Pakistan,WNS,OPNH,26.2194,68.390099,95,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1103,0,0.000039,1095,1116,0,0
2216,,,2216,Okara Cantonment Airstrip,Okara,Pakistan,\N,OPOK,30.740999,73.357697,568,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1104,0,0.000039,1096,1117,0,0
2217,,,2217,Panjgur Airport,Panjgur,Pakistan,PJG,OPPG,26.9545,64.1325,3289,5,N,Asia/Karachi,airport,OurAirports,,,,1,1,2,1,1,2,8,0.245728,0.256476,0,0.000225,0.000225,1034,0,0.000051,0,19,0,0.001724
2218,,,2218,Pasni Airport,Pasni,Pakistan,PSI,OPPI,25.290501,63.3451,33,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1105,0,0.000039,1097,1118,0,0
2219,,,2219,Peshawar International Airport,Peshawar,Pakistan,PEW,OPPS,33.9939,71.514603,1158,5,N,Asia/Karachi,airport,OurAirports,,,,16,16,32,28,28,56,8,0.295866,0.316616,11145.354292,0.006492,0.006472,1034,0.533333,0.000352,0,19,0.529167,0.045557
2220,,,2220,Qasim Airport,Qasim,Pakistan,\N,OPQS,33.5602,73.033203,1581,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1106,0,0.000039,1098,1119,0,0
2221,,,2221,Quetta International Airport,Quetta,Pakistan,UET,OPQT,30.2514,66.937798,5267,5,N,Asia/Karachi,airport,OurAirports,,,,8,8,16,14,14,28,8,0.258088,0.274747,6037.647733,0.001305,0.001331,1034,0.5,0.000218,0,19,0.5,0.010722
2222,,,2222,Shaikh Zaid Airport,Rahim Yar Khan,Pakistan,RYK,OPRK,28.3839,70.279602,271,5,N,Asia/Karachi,airport,OurAirports,,,,3,3,6,3,3,6,8,0.273967,0.288152,0,0.001377,0.001421,1034,1,0.000067,0,19,1,0.009576
2223,,,2223,Benazir Bhutto International Airport,Islamabad,Pakistan,\N,OPRN,33.616699,73.099197,1668,5,N,Asia/Karachi,airport,OurAirports,,,,36,36,72,58,57,115,7,0.331711,0.360418,32344.89461,0.02406,0.024485,1034,0.325826,0.000663,0,19,0.321321,0.158699
2224,,,2224,Risalpur Air Base,Risalpur,Pakistan,\N,OPRS,34.0811,71.972603,1050,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1107,0,0.000039,1099,1120,0,0
2225,,,2225,Rawalakot Airport,Rawala Kot,Pakistan,RAZ,OPRT,33.849701,73.798103,5479,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1108,0,0.000039,1100,1121,0,0
2227,,,2227,Sukkur Airport,Sukkur,Pakistan,SKZ,OPSK,27.722,68.791702,196,5,N,Asia/Karachi,airport,OurAirports,,,,4,5,9,5,6,11,8,0.253354,0.266326,59.757967,0.000874,0.00092,1034,0.7,0.000107,0,19,0.7,0.006868
2228,,,2228,Saidu Sharif Airport,Saidu Sharif,Pakistan,SDT,OPSS,34.813599,72.352798,3183,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0.000039,1101,1122,0,0
2229,,,2229,Sui Airport,Sui,Pakistan,SUL,OPSU,28.6451,69.176903,763,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1110,0,0.000039,1102,1123,0,0
2230,,,2230,Talhar Airport,Talhar,Pakistan,BDN,OPTH,24.841499,68.838402,28,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1111,0,0.000039,1103,1124,0,0
2232,,,2232,Wana Airport,Wana,Pakistan,WAF,OPWN,32.304699,69.570396,4550,5,N,Asia/Karachi,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1112,0,0.000039,1104,1125,0,0
2233,,,2233,Zhob Airport,Zhob,Pakistan,PZH,OPZB,31.3584,69.4636,4728,5,N,Asia/Karachi,airport,OurAirports,,,,2,2,4,2,2,4,9,0.20521,0.213376,5.643262,0.000021,0.00002,1034,0,0.00009,0,19,0,0.000494
2234,,,2234,Basrah International Airport,Basrah,Iraq,BSR,ORMM,30.549101,47.662102,11,3,U,Asia/Baghdad,airport,OurAirports,,,,6,6,12,7,7,14,8,0.29595,0.314943,4.059681,0.005683,0.00567,1034,0.8,0.000096,0,19,0.766667,0.035372
2235,,,2235,Aleppo International Airport,Aleppo,Syria,ALP,OSAP,36.180698,37.2244,1276,2,E,Asia/Damascus,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1113,0,0.000039,1105,1126,0,0
2236,,,2236,Damascus International Airport,Damascus,Syria,DAM,OSDI,33.411499,36.515598,2020,2,E,Asia/Damascus,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1114,0,0.000039,1106,1127,0,0
2237,,,2237,Deir ez-Zor Air Base,Deire Zor,Syria,DEZ,OSDZ,35.2854,40.175999,700,2,E,Asia/Damascus,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1115,0,0.000039,1107,1128,0,0
2239,,,2239,Bassel Al-Assad International Airport,Latakia,Syria,LTK,OSLK,35.4011,35.9487,157,2,E,Asia/Damascus,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1116,0,0.000039,1108,1129,0,0
2240,,,2240,Palmyra Airport,Palmyra,Syria,PMS,OSPR,34.5574,38.316898,1322,2,E,Asia/Damascus,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1117,0,0.000039,1109,1130,0,0
2241,,,2241,Doha International Airport,Doha,Qatar,\N,OTBD,25.261101,51.565102,35,3,U,Asia/Qatar,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1118,0,0.000039,1110,1131,0,0
2242,,,2242,Canton Island Airport,Canton Island,Kiribati,CIS,PCIS,-2.76812,-171.710007,9,13,U,Pacific/Enderbury,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1119,0,0.000039,1111,1132,0,0
2243,,,2243,Rota International Airport,Rota,Northern Mariana Islands,ROP,PGRO,14.1743,145.242996,607,10,U,Pacific/Saipan,airport,OurAirports,,,,2,2,4,2,2,4,9,0.230633,0.240454,0,0.000154,0.000151,1538,1,0.000061,0,19,1,0.001583
2244,,,2244,Saipan International Airport,Saipan,Northern Mariana Islands,SPN,PGSN,15.119,145.729004,215,10,U,Pacific/Saipan,airport,OurAirports,,,,9,10,19,10,10,20,8,0.2931,0.313074,3147.479318,0.005097,0.005319,1538,0.688889,0.000132,0,19,0.688889,0.041814
2245,,,2245,Andersen Air Force Base,Andersen,Guam,UAM,PGUA,13.584,144.929998,627,10,U,Pacific/Guam,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0.000039,1112,1133,0,0
2246,,,2246,Antonio B. Won Pat International Airport,Agana,Guam,GUM,PGUM,13.4834,144.796005,298,10,U,Pacific/Guam,airport,OurAirports,,,,19,19,38,35,35,70,8,0.293704,0.314121,20866.493973,0.005262,0.005261,1538,0.438596,0.000413,0,19,0.429825,0.043748
2247,,,2247,Tinian International Airport,West Tinian,Northern Mariana Islands,TIQ,PGWT,14.9992,145.619003,271,10,U,Pacific/Saipan,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1121,0,0.000039,1113,1134,0,0
2249,,,2249,Marshall Islands International Airport,Majuro,Marshall Islands,MAJ,PKMJ,7.06476,171.272003,6,12,U,Pacific/Majuro,airport,OurAirports,,,,4,4,8,4,4,8,9,0.255605,0.26789,12681.433177,0.000341,0.00034,1793,0.166667,0.000181,0,19,0.166667,0.003315
2250,,,2250,Dyess Army Air Field,Kwajalein,Marshall Islands,\N,PKRO,9.39689,167.470993,9,12,U,Pacific/Majuro,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1122,0,0.000039,1114,1135,0,0
2251,,,2251,Bucholz Army Air Field,Kwajalein,Marshall Islands,KWA,PKWA,8.72012,167.731995,9,12,U,Pacific/Majuro,airport,OurAirports,,,,3,3,6,3,3,6,10,0.203664,0.210145,5854.834611,0.000005,0.000005,1793,0.333333,0.000204,0,19,0.333333,0.000527
2252,,,2252,Cassidy International Airport,Kiritimati,Kiribati,CXI,PLCH,1.98616,-157.350006,5,-12,U,\N,airport,OurAirports,,,,2,2,4,4,4,8,9,0.257749,0.270256,0,0.000397,0.000396,1793,1,0.000094,0,19,1,0.003562
2253,,,2253,Henderson Field,Midway,Midway Islands,MDY,PMDY,28.2017,-177.380997,13,-11,U,Pacific/Midway,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1123,0,0.000039,1115,1136,0,0
2254,,,2254,Chuuk International Airport,Chuuk,Micronesia,TKK,PTKK,7.46187,151.843002,11,10,U,Pacific/Truk,airport,OurAirports,,,,2,2,4,2,2,4,9,0.227141,0.236282,6688.797474,0.000077,0.000077,1793,0,0.000109,0,19,0,0.000992
2255,,,2255,Pohnpei International Airport,Pohnpei,Micronesia,PNI,PTPN,6.9851,158.209,10,11,U,Pacific/Ponape,airport,OurAirports,,,,3,3,6,3,3,6,10,0.185218,0.190598,975.057592,0.000001,0.000001,1793,0.333333,0.00021,0,19,0.333333,0.000486
2256,,,2256,Babelthuap Airport,Babelthuap,Palau,ROR,PTRO,7.36731,134.544236,176,9,U,Pacific/Palau,airport,OurAirports,,,,6,6,12,9,10,19,8,0.286171,0.303946,2133.599184,0.002747,0.002747,1538,0.733333,0.00013,0,19,0.733333,0.021811
2257,,,2257,Kosrae International Airport,Kosrae,Micronesia,KSA,PTSA,5.35698,162.957993,11,11,U,Pacific/Kosrae,airport,OurAirports,,,,2,2,4,2,2,4,11,0.169771,0.173701,0,0,0,1793,1,0.000157,0,19,1,0.000328
2258,,,2258,Yap International Airport,Yap,Micronesia,YAP,PTYA,9.49891,138.082993,91,10,U,Pacific/Truk,airport,OurAirports,,,,2,2,4,2,2,4,9,0.227059,0.23607,0,0.000116,0.000116,1538,1,0.00006,0,19,1,0.001292
2259,,,2259,Kinmen Airport,Kinmen,Taiwan,KNH,RCBS,24.4279,118.359001,93,8,U,Asia/Taipei,airport,OurAirports,,,,4,4,8,5,5,10,9,0.231639,0.243733,0.965268,0.000326,0.000326,1538,0.5,0.000084,0,19,0.5,0.003893
2260,,,2260,Pingtung South Airport,Pingtung,Taiwan,\N,RCDC,22.6724,120.461998,78,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1124,0,0.000039,1116,1137,0,0
2261,,,2261,Longtan Air Base,Longtang,Taiwan,\N,RCDI,24.855101,121.237999,790,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1125,0,0.000039,1117,1138,0,0
2262,,,2262,Taitung Airport,Fengnin,Taiwan,TTT,RCFN,22.754999,121.101997,143,8,U,Asia/Taipei,airport,OurAirports,,,,1,1,2,1,1,2,9,0.216431,0.225818,0,0.000054,0.000053,1538,0,0.000048,0,19,0,0.000778
2263,,,2263,Lyudao Airport,Green Island,Taiwan,GNI,RCGI,22.673901,121.466003,28,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1126,0,0.000039,1118,1139,0,0
2264,,,2264,Kaohsiung International Airport,Kaohsiung,Taiwan,KHH,RCKH,22.577101,120.349998,31,8,U,Asia/Taipei,airport,OurAirports,,,,37,37,74,64,65,129,8,0.30023,0.326801,12179.535736,0.012566,0.012568,1538,0.557057,0.000493,0,19,0.557057,0.111706
2265,,,2265,Chiayi Airport,Chiayi,Taiwan,CYI,RCKU,23.4618,120.392998,85,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1127,0,0.000039,1119,1140,0,0
2267,,,2267,Lanyu Airport,Lanyu,Taiwan,KYD,RCLY,22.027,121.535004,44,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1128,0,0.000039,1120,1141,0,0
2268,,,2268,Taichung Ching Chuang Kang Airport,Taichung,Taiwan,RMQ,RCMQ,24.2647,120.621002,663,8,N,Asia/Taipei,airport,OurAirports,,,,23,23,46,29,29,58,8,0.283121,0.304878,3274.678653,0.005846,0.005848,1538,0.44664,0.000255,0,19,0.44664,0.055403
2270,,,2270,Tainan Airport,Tainan,Taiwan,TNN,RCNN,22.950399,120.206001,63,8,U,Asia/Taipei,airport,OurAirports,,,,1,1,2,1,1,2,8,0.275435,0.290972,0,0.00085,0.000851,1538,0,0.000047,0,19,0,0.006529
2271,,,2271,Hsinchu Air Base,Hsinchu,Taiwan,HSZ,RCPO,24.818001,120.939003,26,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1129,0,0.000039,1121,1142,0,0
2272,,,2272,Makung Airport,Makung,Taiwan,MZG,RCQC,23.568701,119.627998,103,8,U,Asia/Taipei,airport,OurAirports,,,,4,4,8,5,5,10,9,0.231639,0.243733,0.965268,0.000326,0.000326,1538,0.5,0.000084,0,19,0.5,0.003893
2273,,,2273,Chihhang Air Base,Taitung,Taiwan,\N,RCQS,22.7931,121.181999,121,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1130,0,0.000039,1122,1143,0,0
2274,,,2274,Pingtung North Airport,Pingtung,Taiwan,PIF,RCSQ,22.700199,120.482002,97,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1131,0,0.000039,1123,1144,0,0
2275,,,2275,Taipei Songshan Airport,Taipei,Taiwan,TSA,RCSS,25.069401,121.552002,18,8,U,Asia/Taipei,airport,OurAirports,,,,19,19,38,40,40,80,8,0.276187,0.297374,8196.394317,0.00367,0.003682,1538,0.385965,0.000386,0,19,0.385965,0.038125
2276,,,2276,Taiwan Taoyuan International Airport,Taipei,Taiwan,TPE,RCTP,25.0777,121.233002,106,8,U,Asia/Taipei,airport,OurAirports,,,,101,102,203,262,263,525,7,0.360552,0.397636,88905.074016,0.036457,0.036779,1538,0.264415,0.002056,0,19,0.263832,0.293188
2277,,,2277,Wang-an Airport,Wang An,Taiwan,WOT,RCWA,23.367373,119.502777,115,8,U,Asia/Taipei,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1132,0,0.000039,1124,1145,0,0
2278,,,2278,Hualien Airport,Hualien,Taiwan,HUN,RCYU,24.0231,121.617996,52,8,U,Asia/Taipei,airport,OurAirports,,,,4,4,8,4,4,8,9,0.232291,0.245195,1.328904,0.000492,0.000492,1538,0.333333,0.000067,0,19,0.333333,0.005577
2279,,,2279,Narita International Airport,Tokyo,Japan,NRT,RJAA,35.764702,140.386002,141,9,U,Asia/Tokyo,airport,OurAirports,,,,102,102,204,286,283,569,7,0.384757,0.425054,359986.851962,0.062827,0.063318,1538,0.234913,0.00256,0,19,0.233866,0.435542
2280,,,2280,Matsumoto Airport,Matsumoto,Japan,MMJ,RJAF,36.166801,137.923004,2182,9,U,Asia/Tokyo,airport,OurAirports,,,,2,2,4,2,2,4,9,0.243817,0.254971,0,0.000308,0.000302,1538,1,0.000057,0,19,1,0.002949
2281,,,2281,Hyakuri Airport,Ibaraki,Japan,IBR,RJAH,36.181099,140.414993,105,9,U,Asia/Tokyo,airport,OurAirports,,,,5,5,10,5,5,10,8,0.272467,0.289187,45.391907,0.001384,0.001379,1538,0.7,0.000083,0,19,0.7,0.011806
2282,,,2282,Minami Torishima Airport,Minami Tori Shima,Japan,MUS,RJAM,24.2897,153.979004,22,9,U,Asia/Tokyo,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1133,0,0.000039,1125,1146,0,0
2283,,,2283,Iwo Jima Airport,Iwojima,Japan,IWO,RJAW,24.784,141.322998,384,9,U,Asia/Tokyo,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0.000039,1126,1147,0,0
2284,,,2284,Nanki Shirahama Airport,Nanki-shirahama,Japan,SHM,RJBD,33.662201,135.363998,298,9,U,Asia/Tokyo,airport,OurAirports,,,,1,1,2,1,1,2,9,0.256589,0.268725,0,0.000327,0.000335,1538,0,0.000051,0,19,0,0.00274
2285,,,2285,Kohnan Airport,Kohnan,Japan,\N,RJBK,34.590801,133.932999,3,9,U,Asia/Tokyo,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1135,0,0.000039,1127,1148,0,0
2286,,,2286,Tokachi-Obihiro Airport,Obihiro,Japan,OBO,RJCB,42.733299,143.216995,505,9,U,Asia/Tokyo,airport,OurAirports,,,,1,1,2,3,3,6,9,0.256589,0.268725,0,0.000327,0.000335,1538,0,0.000074,0,19,0,0.00274
2287,,,2287,New Chitose Airport,Sapporo,Japan,CTS,RJCC,42.7752,141.692001,82,9,U,Asia/Tokyo,airport,OurAirports,,,,35,36,71,79,79,158,8,0.3,0.324307,14096.483999,0.008265,0.008609,1538,0.273016,0.000845,0,19,0.271429,0.070646
2288,,,2288,Hakodate Airport,Hakodate,Japan,HKD,RJCH,41.77,140.822006,151,9,U,Asia/Tokyo,airport,OurAirports,,,,6,6,12,10,10,20,8,0.270189,0.286192,4.908798,0.001671,0.001671,1538,0.733333,0.000129,0,19,0.7,0.014397
2289,,,2289,Chitose Air Base,Chitose,Japan,\N,RJCJ,42.794498,141.666,87,9,U,Asia/Tokyo,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1136,0,0.000039,1128,1149,0,0
2290,,,2290,Memanbetsu Airport,Memanbetsu,Japan,MMB,RJCM,43.8806,144.164001,135,9,U,Asia/Tokyo,airport,OurAirports,,,,3,3,6,6,6,12,9,0.259477,0.272972,0,0.000676,0.000681,1538,1,0.0001,0,19,1,0.005991
2291,,,2291,Nakashibetsu Airport,Nakashibetsu,Japan,SHB,RJCN,43.577499,144.960007,234,9,U,Asia/Tokyo,airport,OurAirports,,,,2,2,4,2,2,4,9,0.257094,0.269804,0,0.000452,0.000456,1538,1,0.00006,0,19,1,0.00402
2293,,,2293,Tokachi Airport,Tokachi,Japan,\N,RJCT,42.890499,143.158005,281,9,U,Asia/Tokyo,airport,OurAirports,,,,0,0,0,0,0,0,0,0,0,0,0,0,1137,0,0.000039,1129,1150,0,0
2294,,,2294,Wakkanai Airport,Wakkanai,Japan,WKJ,RJCW,45.404202,141.800995,30,9,U,Asia/Tokyo,airport,OurAirports,,,,2,2,4,2,2,4,9,0.257094,0.269804,0,0.000452,0.000456,1538,1,0.00006,0,19,1,0.00402
2295,,,2295,Iki Airport,Iki,Japan,IKI,RJDB,33.749001,129.785004,41,9,U,Asia/Tokyo,airport,OurAirports,,,,1,1,2,2,2,4,9,0.219877,0.228546,0,0.000042,0.000042,1538,0,0.000067,0,19,0,0.000524
