Source,Target,Type,Id,Label,timeset,Weight,airline,source_airport,dest_airport,codeshare,equipment,airline_name,airline_iata,airline_icao,airline_callsign,airline_country,source_airport_name,source_airport_city,source_airport_country,source_airport_iata,source_airport_icao,source_airport_latitude,source_airport_longitude,source_airport_type,source_airport_data_source,dest_airport_name,dest_airport_city,dest_airport_country,dest_airport_iata,dest_airport_icao,dest_airport_latitude,dest_airport_longitude,dest_airport_type,plane_name,plane_iata,plane_icao,edge,background_map_edge
5726,3830,Directed,260,,,1,3E,BRL,ORD,,CNC,Air Choice One,3E,\N,,United States,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.783199,-91.125504,airport,OurAirports,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,,,,"('BRL', 'ORD')",
5726,3678,Directed,261,,,1,3E,BRL,STL,,CNC,Air Choice One,3E,\N,,United States,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.783199,-91.125504,airport,OurAirports,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,airport,,,,"('BRL', 'STL')",
4042,3830,Directed,262,,,1,3E,DEC,ORD,,CNC,Air Choice One,3E,\N,,United States,Decatur Airport,Decatur,United States,DEC,KDEC,39.834599,-88.8657,airport,OurAirports,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,,,,"('DEC', 'ORD')",
4042,3678,Directed,263,,,1,3E,DEC,STL,,CNC,Air Choice One,3E,\N,,United States,Decatur Airport,Decatur,United States,DEC,KDEC,39.834599,-88.8657,airport,OurAirports,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,airport,,,,"('DEC', 'STL')",
3591,3678,Directed,264,,,1,3E,JBR,STL,,CNC,Air Choice One,3E,\N,,United States,Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,35.831699,-90.6464,airport,OurAirports,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,airport,,,,"('JBR', 'STL')",
3830,5726,Directed,265,,,1,3E,ORD,BRL,,CNC,Air Choice One,3E,\N,,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.783199,-91.125504,airport,,,,"('ORD', 'BRL')",
3830,4042,Directed,266,,,1,3E,ORD,DEC,,CNC,Air Choice One,3E,\N,,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Decatur Airport,Decatur,United States,DEC,KDEC,39.834599,-88.8657,airport,,,,"('ORD', 'DEC')",
3678,5726,Directed,267,,,1,3E,STL,BRL,,CNC,Air Choice One,3E,\N,,United States,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,airport,OurAirports,Southeast Iowa Regional Airport,Burlington,United States,BRL,KBRL,40.783199,-91.125504,airport,,,,"('STL', 'BRL')",
3678,4042,Directed,268,,,1,3E,STL,DEC,,CNC,Air Choice One,3E,\N,,United States,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,airport,OurAirports,Decatur Airport,Decatur,United States,DEC,KDEC,39.834599,-88.8657,airport,,,,"('STL', 'DEC')",
3678,3591,Directed,269,,,1,3E,STL,JBR,,CNC,Air Choice One,3E,\N,,United States,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,airport,OurAirports,Jonesboro Municipal Airport,Jonesboro,United States,JBR,KJBR,35.831699,-90.6464,airport,,,,"('STL', 'JBR')",
3682,6958,Directed,443,,,1,3M,ATL,LWB,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,OurAirports,Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,37.858299,-80.399498,airport,Saab SF340A/B,SF3,SF34,"('ATL', 'LWB')",
3682,3754,Directed,444,,,1,3M,ATL,MCN,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,OurAirports,Middle Georgia Regional Airport,Macon,United States,MCN,KMCN,32.692799,-83.6492,airport,Saab SF340A/B,SF3,SF34,"('ATL', 'MCN')",
3682,4335,Directed,445,,,1,3M,ATL,MEI,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,OurAirports,Key Field,Meridian,United States,MEI,KMEI,32.3326,-88.7519,airport,Saab SF340A/B,SF3,SF34,"('ATL', 'MEI')",
3682,5756,Directed,446,,,1,3M,ATL,MSL,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,OurAirports,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,KMSL,34.7453,-87.610199,airport,Saab SF340A/B,SF3,SF34,"('ATL', 'MSL')",
3682,5759,Directed,447,,,1,3M,ATL,PIB,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,OurAirports,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,KPIB,31.4671,-89.337097,airport,Saab SF340A/B,SF3,SF34,"('ATL', 'PIB')",
3682,5773,Directed,448,,,1,3M,ATL,TUP,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,OurAirports,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.268101,-88.769897,airport,Saab SF340A/B,SF3,SF34,"('ATL', 'TUP')",
3875,3533,Directed,452,,,2,UA,EYW,FLL,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Key West International Airport,Key West,United States,EYW,KEYW,24.556101,-81.759598,airport,OurAirports,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,airport,Saab SF340A/B,SF3,SF34,"('EYW', 'FLL')",
3875,3793,Directed,453,,,2,UA,EYW,RSW,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Key West International Airport,Key West,United States,EYW,KEYW,24.556101,-81.759598,airport,OurAirports,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.5362,-81.755203,airport,Saab SF340A/B,SF3,SF34,"('EYW', 'RSW')",
3875,3646,Directed,454,,,4,WN,EYW,TPA,Y,73W,Southwest Airlines,WN,SWA,SOUTHWEST,United States,Key West International Airport,Key West,United States,EYW,KEYW,24.556101,-81.759598,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Saab SF340A/B,SF3,SF34,"('EYW', 'TPA')",
3533,3875,Directed,457,,,2,UA,FLL,EYW,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,airport,OurAirports,Key West International Airport,Key West,United States,EYW,KEYW,24.556101,-81.759598,airport,Saab SF340A/B,SF3,SF34,"('FLL', 'EYW')",
3533,3878,Directed,461,,,3,UA,FLL,MCO,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,airport,OurAirports,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,Saab SF340A/B,SF3,SF34,"('FLL', 'MCO')",
3533,3646,Directed,464,,,5,WN,FLL,TPA,Y,73W,Southwest Airlines,WN,SWA,SOUTHWEST,United States,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Saab SF340A/B,SF3,SF34,"('FLL', 'TPA')",
6130,5773,Directed,469,,,1,3M,GLH,TUP,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Mid Delta Regional Airport,Greenville,United States,GLH,KGLH,33.482899,-90.985603,airport,OurAirports,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.268101,-88.769897,airport,Saab SF340A/B,SF3,SF34,"('GLH', 'TUP')",
3472,3878,Directed,470,,,2,UA,GNV,MCO,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6901,-82.271797,airport,OurAirports,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,Saab SF340A/B,SF3,SF34,"('GNV', 'MCO')",
3472,3646,Directed,471,,,2,UA,GNV,TPA,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6901,-82.271797,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Saab SF340A/B,SF3,SF34,"('GNV', 'TPA')",
3712,3646,Directed,473,,,2,UA,JAX,TPA,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.494101,-81.687897,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Saab SF340A/B,SF3,SF34,"('JAX', 'TPA')",
6958,3682,Directed,474,,,1,3M,LWB,ATL,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Greenbrier Valley Airport,Lewisburg,United States,LWB,KLWB,37.858299,-80.399498,airport,OurAirports,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,Saab SF340A/B,SF3,SF34,"('LWB', 'ATL')",
3754,3682,Directed,475,,,1,3M,MCN,ATL,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Middle Georgia Regional Airport,Macon,United States,MCN,KMCN,32.692799,-83.6492,airport,OurAirports,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,Saab SF340A/B,SF3,SF34,"('MCN', 'ATL')",
3754,3878,Directed,476,,,1,3M,MCN,MCO,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Middle Georgia Regional Airport,Macon,United States,MCN,KMCN,32.692799,-83.6492,airport,OurAirports,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,Saab SF340A/B,SF3,SF34,"('MCN', 'MCO')",
3878,3533,Directed,477,,,3,UA,MCO,FLL,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,OurAirports,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,airport,Saab SF340A/B,SF3,SF34,"('MCO', 'FLL')",
3878,3472,Directed,478,,,2,UA,MCO,GNV,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,OurAirports,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6901,-82.271797,airport,Saab SF340A/B,SF3,SF34,"('MCO', 'GNV')",
3878,3754,Directed,479,,,1,3M,MCO,MCN,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,OurAirports,Middle Georgia Regional Airport,Macon,United States,MCN,KMCN,32.692799,-83.6492,airport,Saab SF340A/B,SF3,SF34,"('MCO', 'MCN')",
3878,3564,Directed,481,,,2,UA,MCO,PNS,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,OurAirports,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.4734,-87.1866,airport,Saab SF340A/B,SF3,SF34,"('MCO', 'PNS')",
3878,3793,Directed,482,,,2,UA,MCO,RSW,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,OurAirports,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.5362,-81.755203,airport,Saab SF340A/B,SF3,SF34,"('MCO', 'RSW')",
3878,3698,Directed,483,,,2,UA,MCO,TLH,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,OurAirports,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.3965,-84.350304,airport,Saab SF340A/B,SF3,SF34,"('MCO', 'TLH')",
4335,3682,Directed,484,,,1,3M,MEI,ATL,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Key Field,Meridian,United States,MEI,KMEI,32.3326,-88.7519,airport,OurAirports,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,Saab SF340A/B,SF3,SF34,"('MEI', 'ATL')",
5756,3682,Directed,489,,,1,3M,MSL,ATL,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Northwest Alabama Regional Airport,Muscle Shoals,United States,MSL,KMSL,34.7453,-87.610199,airport,OurAirports,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,Saab SF340A/B,SF3,SF34,"('MSL', 'ATL')",
3722,3646,Directed,492,,,2,UA,PBI,TPA,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.683201,-80.095596,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Saab SF340A/B,SF3,SF34,"('PBI', 'TPA')",
5759,3682,Directed,493,,,1,3M,PIB,ATL,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,PIB,KPIB,31.4671,-89.337097,airport,OurAirports,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,,,,"('PIB', 'ATL')",
3564,3878,Directed,494,,,2,UA,PNS,MCO,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.4734,-87.1866,airport,OurAirports,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,Saab SF340A/B,SF3,SF34,"('PNS', 'MCO')",
3564,3646,Directed,495,,,2,UA,PNS,TPA,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.4734,-87.1866,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Saab SF340A/B,SF3,SF34,"('PNS', 'TPA')",
3793,3875,Directed,496,,,2,UA,RSW,EYW,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.5362,-81.755203,airport,OurAirports,Key West International Airport,Key West,United States,EYW,KEYW,24.556101,-81.759598,airport,Saab SF340A/B,SF3,SF34,"('RSW', 'EYW')",
3793,3878,Directed,497,,,2,UA,RSW,MCO,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.5362,-81.755203,airport,OurAirports,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,Saab SF340A/B,SF3,SF34,"('RSW', 'MCO')",
3698,3878,Directed,499,,,2,UA,TLH,MCO,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.3965,-84.350304,airport,OurAirports,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,Saab SF340A/B,SF3,SF34,"('TLH', 'MCO')",
3698,3646,Directed,500,,,2,UA,TLH,TPA,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.3965,-84.350304,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Saab SF340A/B,SF3,SF34,"('TLH', 'TPA')",
3646,3875,Directed,501,,,4,WN,TPA,EYW,Y,73W,Southwest Airlines,WN,SWA,SOUTHWEST,United States,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,OurAirports,Key West International Airport,Key West,United States,EYW,KEYW,24.556101,-81.759598,airport,Saab SF340A/B,SF3,SF34,"('TPA', 'EYW')",
3646,3533,Directed,502,,,5,WN,TPA,FLL,Y,73W 73C,Southwest Airlines,WN,SWA,SOUTHWEST,United States,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,OurAirports,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,airport,Saab SF340A/B,SF3,SF34,"('TPA', 'FLL')",
3646,3472,Directed,503,,,2,UA,TPA,GNV,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,OurAirports,Gainesville Regional Airport,Gainesville,United States,GNV,KGNV,29.6901,-82.271797,airport,Saab SF340A/B,SF3,SF34,"('TPA', 'GNV')",
3646,3712,Directed,504,,,2,UA,TPA,JAX,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,OurAirports,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.494101,-81.687897,airport,Saab SF340A/B,SF3,SF34,"('TPA', 'JAX')",
3646,3722,Directed,505,,,2,UA,TPA,PBI,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,OurAirports,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.683201,-80.095596,airport,Saab SF340A/B,SF3,SF34,"('TPA', 'PBI')",
3646,3564,Directed,506,,,2,UA,TPA,PNS,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,OurAirports,Pensacola Regional Airport,Pensacola,United States,PNS,KPNS,30.4734,-87.1866,airport,Saab SF340A/B,SF3,SF34,"('TPA', 'PNS')",
3646,3698,Directed,507,,,2,UA,TPA,TLH,Y,SF3,United Airlines,UA,UAL,UNITED,United States,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,OurAirports,Tallahassee Regional Airport,Tallahassee,United States,TLH,KTLH,30.3965,-84.350304,airport,Saab SF340A/B,SF3,SF34,"('TPA', 'TLH')",
5773,3682,Directed,508,,,1,3M,TUP,ATL,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.268101,-88.769897,airport,OurAirports,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,ATL,KATL,33.6367,-84.428101,airport,,,,"('TUP', 'ATL')",
5773,6130,Directed,509,,,1,3M,TUP,GLH,,SF3,Silver Airways (3M),3M,\N,Silver Wings,United States,Tupelo Regional Airport,Tupelo,United States,TUP,KTUP,34.268101,-88.769897,airport,OurAirports,Mid Delta Regional Airport,Greenville,United States,GLH,KGLH,33.482899,-90.985603,airport,Saab SF340A/B,SF3,SF34,"('TUP', 'GLH')",
3877,3484,Directed,996,,,9,WN,LAS,LAX,Y,73W 73C 733,Southwest Airlines,WN,SWA,SOUTHWEST,United States,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.080101,-115.152,airport,OurAirports,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.942501,-118.407997,airport,Airbus A320,320,A320,"('LAS', 'LAX')",
3484,3877,Directed,997,,,9,WN,LAX,LAS,Y,73W 733 738 73C 73H,Southwest Airlines,WN,SWA,SOUTHWEST,United States,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.942501,-118.407997,airport,OurAirports,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.080101,-115.152,airport,Airbus A320,320,A320,"('LAX', 'LAS')",
3599,7093,Directed,1737,,,2,7H,BET,EEK,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,OurAirports,Eek Airport,Eek,United States,EEK,PAEE,60.213673,-162.043884,airport,,,,"('BET', 'EEK')",
3599,7206,Directed,1740,,,2,7H,BET,KWN,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,OurAirports,Quinhagak Airport,Quinhagak,United States,KWN,PAQH,59.7551,-161.845,airport,,,,"('BET', 'KWN')",
3599,7095,Directed,1741,,,2,7H,BET,KWT,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,OurAirports,Kwethluk Airport,Kwethluk,United States,KWT,PFKW,60.790298,-161.444,airport,,,,"('BET', 'KWT')",
3599,7097,Directed,1742,,,2,7H,BET,MLL,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,OurAirports,Marshall Don Hunter Sr Airport,Marshall,United States,MLL,PADM,61.8643,-162.026001,airport,,,,"('BET', 'MLL')",
3599,8199,Directed,1743,,,2,7H,BET,NME,Y,CNA CNC,Era Alaska,7H,ERR,ERAH,United States,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,OurAirports,Nightmute Airport,Nightmute,United States,NME,PAGT,60.471001,-164.701004,airport,,,,"('BET', 'NME')",
6960,3599,Directed,1746,,,2,7H,CYF,BET,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Chefornak Airport,Chefornak,United States,CYF,PACK,60.1492,-164.285995,airport,OurAirports,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,,,,"('CYF', 'BET')",
7093,7206,Directed,1748,,,2,7H,EEK,KWN,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Eek Airport,Eek,United States,EEK,PAEE,60.213673,-162.043884,airport,OurAirports,Quinhagak Airport,Quinhagak,United States,KWN,PAQH,59.7551,-161.845,airport,,,,"('EEK', 'KWN')",
7213,7096,Directed,1750,,,2,7H,KKH,KWK,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Kongiganak Airport,Kongiganak,United States,KKH,PADY,59.9608,-162.880997,airport,OurAirports,Kwigillingok Airport,Kwigillingok,United States,KWK,PAGG,59.876499,-163.169005,airport,,,,"('KKH', 'KWK')",
7201,6960,Directed,1752,,,2,7H,KPN,CYF,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Kipnuk Airport,Kipnuk,United States,KPN,PAKI,59.932999,-164.031006,airport,OurAirports,Chefornak Airport,Chefornak,United States,CYF,PACK,60.1492,-164.285995,airport,,,,"('KPN', 'CYF')",
7096,3599,Directed,1754,,,2,7H,KWK,BET,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Kwigillingok Airport,Kwigillingok,United States,KWK,PAGG,59.876499,-163.169005,airport,OurAirports,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,,,,"('KWK', 'BET')",
7206,3599,Directed,1755,,,2,7H,KWN,BET,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Quinhagak Airport,Quinhagak,United States,KWN,PAQH,59.7551,-161.845,airport,OurAirports,Bethel Airport,Bethel,United States,BET,PABE,60.7798,-161.837997,airport,,,,"('KWN', 'BET')",
8199,8200,Directed,1759,,,2,7H,NME,OOK,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Nightmute Airport,Nightmute,United States,NME,PAGT,60.471001,-164.701004,airport,OurAirports,Toksook Bay Airport,Toksook Bay,United States,OOK,PAOO,60.541401,-165.087006,airport,,,,"('NME', 'OOK')",
7177,3693,Directed,2562,,,2,8E,ABL,OTZ,Y,CNC,Bering Air,8E,BRG,BERING AIR,United States,Ambler Airport,Ambler,United States,ABL,PAFM,67.1063,-157.856989,airport,OurAirports,Ralph Wien Memorial Airport,Kotzebue,United States,OTZ,PAOT,66.884697,-162.598999,airport,,,,"('ABL', 'OTZ')",
7177,7117,Directed,2563,,,2,8E,ABL,SHG,Y,CNC,Bering Air,8E,BRG,BERING AIR,United States,Ambler Airport,Ambler,United States,ABL,PAFM,67.1063,-157.856989,airport,OurAirports,Shungnak Airport,Shungnak,United States,SHG,PAGH,66.8881,-157.162003,airport,,,,"('ABL', 'SHG')",
7220,6714,Directed,2565,,,1,7H,AIN,ATK,Y,CNC,Era Alaska,7H,ERR,ERAH,United States,Wainwright Airport,Wainwright,United States,AIN,PAWI,70.638,-159.994995,airport,OurAirports,Atqasuk Edward Burnell Sr Memorial Airport,Atqasuk,United States,ATK,PATQ,70.4673,-157.436005,airport,,,,"('AIN', 'ATK')",
7220,3571,Directed,2566,,,1,7H,AIN,BRW,Y,BE1 CNC,Era Alaska,7H,ERR,ERAH,United States,Wainwright Airport,Wainwright,United States,AIN,PAWI,70.638,-159.994995,airport,OurAirports,Wiley Post Will Rogers Memorial Airport,Barrow,United States,BRW,PABR,71.285402,-156.766008,airport,,,,"('AIN', 'BRW')",
3774,5967,Directed,2570,,,3,KS,ANC,ANI,,SF3,Peninsula Airways,KS,PEN,PENINSULA,United States,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.1744,-149.996002,airport,OurAirports,Aniak Airport,Aniak,United States,ANI,PANI,61.5816,-159.542999,airport,Saab SF340A/B,SF3,SF34,"('ANC', 'ANI')",
3774,7088,Directed,2577,,,3,KS,ANC,UNK,Y,SF3,Peninsula Airways,KS,PEN,PENINSULA,United States,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.1744,-149.996002,airport,OurAirports,Unalakleet Airport,Unalakleet,United States,UNK,PAUN,63.888401,-160.798996,airport,Saab SF340A/B,SF3,SF34,"('ANC', 'UNK')",
5967,3774,Directed,2579,,,3,KS,ANI,ANC,,SF3,Peninsula Airways,KS,PEN,PENINSULA,United States,Aniak Airport,Aniak,United States,ANI,PANI,61.5816,-159.542999,airport,OurAirports,Ted Stevens Anchorage International Airport,Anchorage,United States,ANC,PANC,61.1744,-149.996002,airport,Saab SF340A/B,SF3,SF34,"('ANI', 'ANC')",
5967,5962,Directed,2581,,,2,7S,ANI,HCR,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Aniak Airport,Aniak,United States,ANI,PANI,61.5816,-159.542999,airport,OurAirports,Holy Cross Airport,Holy Cross,United States,HCR,PAHC,62.188301,-159.774994,airport,,,,"('ANI', 'HCR')",
5967,5964,Directed,2582,,,2,7S,ANI,KLG,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Aniak Airport,Aniak,United States,ANI,PANI,61.5816,-159.542999,airport,OurAirports,Kalskag Airport,Kalskag,United States,KLG,PALG,61.536301,-160.341003,airport,,,,"('ANI', 'KLG')",
5967,7098,Directed,2583,,,1,7H,ANI,RSH,Y,CNA,Era Alaska,7H,ERR,ERAH,United States,Aniak Airport,Aniak,United States,ANI,PANI,61.5816,-159.542999,airport,OurAirports,Russian Mission Airport,Russian Mission,United States,RSH,PARS,61.778885,-161.319458,airport,,,,"('ANI', 'RSH')",
