Source,Target,Type,Id,Label,timeset,Weight,airline,source_airport,dest_airport,codeshare,equipment,airline_name,airline_iata,airline_icao,airline_callsign,airline_country,source_airport_name,source_airport_city,source_airport_country,source_airport_iata,source_airport_icao,source_airport_latitude,source_airport_longitude,source_airport_type,source_airport_data_source,dest_airport_name,dest_airport_city,dest_airport_country,dest_airport_iata,dest_airport_icao,dest_airport_latitude,dest_airport_longitude,dest_airport_type,plane_name,plane_iata,plane_icao,edge,background_map_edge
3830,3729,Directed,6273,,,3,US,ORD,DSM,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Des Moines International Airport,Des Moines,United States,DSM,KDSM,41.534,-93.663101,airport,,,,"('ORD', 'DSM')",
3830,3645,Directed,6274,,,4,US,ORD,DTW,Y,ERD ER4 E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Detroit Metropolitan Wayne County Airport,Detroit,United States,DTW,KDTW,42.212399,-83.353401,airport,Airbus A320,320,A320,"('ORD', 'DTW')",
3830,3559,Directed,6277,,,2,US,ORD,ELP,Y,E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,El Paso International Airport,El Paso,United States,ELP,KELP,31.807199,-106.377998,airport,,,,"('ORD', 'ELP')",
3830,4018,Directed,6278,,,2,US,ORD,EVV,Y,ER4 ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Evansville Regional Airport,Evansville,United States,EVV,KEVV,38.036999,-87.532402,airport,,,,"('ORD', 'EVV')",
3830,3494,Directed,6279,,,3,US,ORD,EWR,Y,CR7 E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Newark Liberty International Airport,Newark,United States,EWR,KEWR,40.692501,-74.168701,airport,,,,"('ORD', 'EWR')",
3830,4292,Directed,6280,,,3,US,ORD,FAR,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Hector International Airport,Fargo,United States,FAR,KFAR,46.9207,-96.815804,airport,Embraer RJ145,ER4,E145,"('ORD', 'FAR')",
3830,3533,Directed,6282,,,4,US,ORD,FLL,,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Fort Lauderdale Hollywood International Airport,Fort Lauderdale,United States,FLL,KFLL,26.072599,-80.152702,airport,Boeing 737-800,738,B738,"('ORD', 'FLL')",
3830,4089,Directed,6283,,,2,US,ORD,FNT,Y,ER4 ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Bishop International Airport,Flint,United States,FNT,KFNT,42.965401,-83.743599,airport,,,,"('ORD', 'FNT')",
3830,4009,Directed,6284,,,3,US,ORD,FSD,Y,ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Joe Foss Field Airport,Sioux Falls,United States,FSD,KFSD,43.582001,-96.741898,airport,Embraer RJ140,ERD,E135,"('ORD', 'FSD')",
3830,4041,Directed,6285,,,3,US,ORD,FWA,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Fort Wayne International Airport,Fort Wayne,United States,FWA,KFWA,40.9785,-85.195099,airport,,,,"('ORD', 'FWA')",
3830,3653,Directed,6286,,,3,US,ORD,GRB,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Austin Straubel International Airport,Green Bay,United States,GRB,KGRB,44.4851,-88.129601,airport,Embraer RJ145,ER4,E145,"('ORD', 'GRB')",
3830,3685,Directed,6287,,,3,US,ORD,GRR,Y,ER4 ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Gerald R. Ford International Airport,Grand Rapids,United States,GRR,KGRR,42.880798,-85.522797,airport,,,,"('ORD', 'GRR')",
3830,3589,Directed,6289,,,3,US,ORD,HPN,Y,ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Westchester County Airport,White Plains,United States,HPN,KHPN,41.067001,-73.707603,airport,Embraer RJ140,ERD,E135,"('ORD', 'HPN')",
3830,4113,Directed,6290,,,3,US,ORD,HSV,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Huntsville International Carl T Jones Field,Huntsville,United States,HSV,KHSV,34.637199,-86.775101,airport,Embraer RJ145,ER4,E145,"('ORD', 'HSV')",
3830,3550,Directed,6291,,,4,US,ORD,IAH,Y,CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,George Bush Intercontinental Houston Airport,Houston,United States,IAH,KIAH,29.9844,-95.3414,airport,Canadair Regional Jet 700,CR7,CRJ7,"('ORD', 'IAH')",
3830,3457,Directed,6292,,,3,US,ORD,ICT,Y,CRJ,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Wichita Eisenhower National Airport,Wichita,United States,ICT,KICT,37.649899,-97.433098,airport,,,,"('ORD', 'ICT')",
3830,3585,Directed,6293,,,3,US,ORD,IND,Y,ER4 ERD E75 CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Indianapolis International Airport,Indianapolis,United States,IND,KIND,39.7173,-86.294403,airport,,,,"('ORD', 'IND')",
3830,3712,Directed,6294,,,3,US,ORD,JAX,Y,ER4 CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Jacksonville International Airport,Jacksonville,United States,JAX,KJAX,30.494101,-81.687897,airport,,,,"('ORD', 'JAX')",
3830,3797,Directed,6295,,,5,US,ORD,JFK,Y,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.639801,-73.7789,airport,Boeing 737-800,738,B738,"('ORD', 'JFK')",
3830,3877,Directed,6296,,,4,US,ORD,LAS,,738 M83,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,McCarran International Airport,Las Vegas,United States,LAS,KLAS,36.080101,-115.152,airport,,,,"('ORD', 'LAS')",
3830,3484,Directed,6297,,,6,VX,ORD,LAX,Y,320,Virgin America,VX,VRD,REDWOOD,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Los Angeles International Airport,Los Angeles,United States,LAX,KLAX,33.942501,-118.407997,airport,Airbus A320,320,A320,"('ORD', 'LAX')",
3830,4017,Directed,6298,,,3,US,ORD,LEX,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Blue Grass Airport,Lexington KY,United States,LEX,KLEX,38.036499,-84.605904,airport,,,,"('ORD', 'LEX')",
3830,3697,Directed,6299,,,5,US,ORD,LGA,Y,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,La Guardia Airport,New York,United States,LGA,KLGA,40.777199,-73.872597,airport,Boeing 737-800,738,B738,"('ORD', 'LGA')",
3830,3660,Directed,6301,,,3,US,ORD,LIT,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,LIT,KLIT,34.729401,-92.224297,airport,Embraer RJ145,ER4,E145,"('ORD', 'LIT')",
3830,4044,Directed,6302,,,2,US,ORD,LSE,Y,ER4 ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,La Crosse Municipal Airport,La Crosse,United States,LSE,KLSE,43.879002,-91.256699,airport,,,,"('ORD', 'LSE')",
3830,3458,Directed,6306,,,3,US,ORD,MCI,Y,CR7 ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Kansas City International Airport,Kansas City,United States,MCI,KMCI,39.2976,-94.713898,airport,,,,"('ORD', 'MCI')",
3830,3878,Directed,6307,,,4,US,ORD,MCO,,738 M83 M80,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Orlando International Airport,Orlando,United States,MCO,KMCO,28.429399,-81.308998,airport,Airbus A320,320,A320,"('ORD', 'MCO')",
3830,3542,Directed,6308,,,3,US,ORD,MDT,Y,ERD CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Harrisburg International Airport,Harrisburg,United States,MDT,KMDT,40.193501,-76.763397,airport,,,,"('ORD', 'MDT')",
3830,3473,Directed,6309,,,4,US,ORD,MEM,Y,CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Memphis International Airport,Memphis,United States,MEM,KMEM,35.0424,-89.9767,airport,Canadair Regional Jet 700,CR7,CRJ7,"('ORD', 'MEM')",
3830,4050,Directed,6311,,,2,US,ORD,MHK,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Manhattan Regional Airport,Manhattan,United States,MHK,KMHK,39.140999,-96.670799,airport,,,,"('ORD', 'MHK')",
3830,3576,Directed,6312,,,3,US,ORD,MIA,Y,738 763,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Miami International Airport,Miami,United States,MIA,KMIA,25.7932,-80.290604,airport,Canadair Regional Jet 700,CR7,CRJ7,"('ORD', 'MIA')",
3830,3717,Directed,6313,,,3,US,ORD,MKE,Y,CRJ,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,General Mitchell International Airport,Milwaukee,United States,MKE,KMKE,42.947201,-87.896599,airport,,,,"('ORD', 'MKE')",
3830,4072,Directed,6314,,,3,US,ORD,MLI,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Quad City International Airport,Moline,United States,MLI,KMLI,41.448502,-90.5075,airport,,,,"('ORD', 'MLI')",
3830,3675,Directed,6315,,,2,US,ORD,MQT,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Sawyer International Airport,Gwinn,United States,MQT,KSAW,46.3536,-87.395401,airport,Embraer RJ145,ER4,E145,"('ORD', 'MQT')",
3830,3459,Directed,6316,,,3,US,ORD,MSN,Y,ER4 ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Dane County Regional Truax Field,Madison,United States,MSN,KMSN,43.1399,-89.337502,airport,,,,"('ORD', 'MSN')",
3830,3858,Directed,6317,,,5,US,ORD,MSP,Y,E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,MSP,KMSP,44.882,-93.221802,airport,,,,"('ORD', 'MSP')",
3830,3861,Directed,6318,,,13,US,ORD,MSY,Y,E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Louis Armstrong New Orleans International Airport,New Orleans,United States,MSY,KMSY,29.993401,-90.258003,airport,,,,"('ORD', 'MSY')",
3830,3863,Directed,6320,,,3,US,ORD,OKC,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Will Rogers World Airport,Oklahoma City,United States,OKC,KOKC,35.393101,-97.6007,airport,Embraer RJ145,ER4,E145,"('ORD', 'OKC')",
3830,3454,Directed,6321,,,3,US,ORD,OMA,Y,CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Eppley Airfield,Omaha,United States,OMA,KOMA,41.3032,-95.894096,airport,Canadair Regional Jet 700,CR7,CRJ7,"('ORD', 'OMA')",
3830,3722,Directed,6322,,,2,US,ORD,PBI,,M83 M80,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.683201,-80.095596,airport,,,,"('ORD', 'PBI')",
3830,3720,Directed,6323,,,4,US,ORD,PDX,,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Portland International Airport,Portland,United States,PDX,KPDX,45.588699,-122.598,airport,Boeing 737-800,738,B738,"('ORD', 'PDX')",
3830,3752,Directed,6325,,,3,US,ORD,PHL,,320 321 319 E90,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,39.871899,-75.241096,airport,,,,"('ORD', 'PHL')",
3830,3462,Directed,6326,,,3,US,ORD,PHX,,321 738 M83 320 M80,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Phoenix Sky Harbor International Airport,Phoenix,United States,PHX,KPHX,33.434299,-112.012001,airport,,,,"('ORD', 'PHX')",
3830,4046,Directed,6327,,,3,US,ORD,PIA,Y,ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,General Wayne A. Downing Peoria International Airport,Peoria,United States,PIA,KPIA,40.6642,-89.693298,airport,Embraer RJ140,ERD,E135,"('ORD', 'PIA')",
3830,3570,Directed,6328,,,3,US,ORD,PIT,Y,CR7 ER4 E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Pittsburgh International Airport,Pittsburgh,United States,PIT,KPIT,40.491501,-80.232903,airport,,,,"('ORD', 'PIT')",
3830,3839,Directed,6329,,,2,US,ORD,PSP,,M83,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Palm Springs International Airport,Palm Springs,United States,PSP,KPSP,33.8297,-116.507004,airport,McDonnell Douglas MD-83,M83,MD83,"('ORD', 'PSP')",
3830,3626,Directed,6332,,,3,US,ORD,RDU,,738 M80 M83,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Raleigh Durham International Airport,Raleigh-durham,United States,RDU,KRDU,35.877602,-78.787498,airport,,,,"('ORD', 'RDU')",
3830,3608,Directed,6333,,,3,US,ORD,RIC,Y,ERD,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Richmond International Airport,Richmond,United States,RIC,KRIC,37.505199,-77.319702,airport,Embraer RJ140,ERD,E135,"('ORD', 'RIC')",
3830,3807,Directed,6334,,,2,US,ORD,RNO,,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Reno Tahoe International Airport,Reno,United States,RNO,KRNO,39.4991,-119.767998,airport,Boeing 737-800,738,B738,"('ORD', 'RNO')",
3830,3622,Directed,6335,,,3,US,ORD,ROC,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Greater Rochester International Airport,Rochester,United States,ROC,KROC,43.1189,-77.672401,airport,Embraer RJ145,ER4,E145,"('ORD', 'ROC')",
3830,4048,Directed,6336,,,2,US,ORD,RST,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Rochester International Airport,Rochester,United States,RST,KRST,43.908298,-92.5,airport,,,,"('ORD', 'RST')",
3830,3793,Directed,6337,,,4,US,ORD,RSW,,M80 738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Southwest Florida International Airport,Fort Myers,United States,RSW,KRSW,26.5362,-81.755203,airport,Airbus A319,319,A319,"('ORD', 'RSW')",
3830,3731,Directed,6338,,,4,US,ORD,SAN,Y,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,San Diego International Airport,San Diego,United States,SAN,KSAN,32.733601,-117.190002,airport,Boeing 737-800,738,B738,"('ORD', 'SAN')",
3830,3621,Directed,6339,,,3,US,ORD,SAT,Y,CR7 E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,San Antonio International Airport,San Antonio,United States,SAT,KSAT,29.533701,-98.469803,airport,,,,"('ORD', 'SAT')",
3830,4014,Directed,6340,,,3,US,ORD,SDF,Y,ER4 E75,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Louisville International Standiford Field,Louisville,United States,SDF,KSDF,38.1744,-85.736,airport,,,,"('ORD', 'SDF')",
3830,3577,Directed,6341,,,4,US,ORD,SEA,,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Seattle Tacoma International Airport,Seattle,United States,SEA,KSEA,47.449001,-122.308998,airport,Boeing 737-800,738,B738,"('ORD', 'SEA')",
3830,3469,Directed,6342,,,5,VX,ORD,SFO,Y,320,Virgin America,VX,VRD,REDWOOD,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,San Francisco International Airport,San Francisco,United States,SFO,KSFO,37.618999,-122.375,airport,Airbus A320,320,A320,"('ORD', 'SFO')",
3830,4348,Directed,6343,,,3,US,ORD,SGF,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Springfield Branson National Airport,Springfield,United States,SGF,KSGF,37.245701,-93.388603,airport,,,,"('ORD', 'SGF')",
3830,3748,Directed,6344,,,2,US,ORD,SJC,,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Norman Y. Mineta San Jose International Airport,San Jose,United States,SJC,KSJC,37.362598,-121.929001,airport,Boeing 737-800,738,B738,"('ORD', 'SJC')",
3830,3536,Directed,6347,,,4,US,ORD,SLC,Y,E75 CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Salt Lake City International Airport,Salt Lake City,United States,SLC,KSLC,40.788399,-111.977997,airport,,,,"('ORD', 'SLC')",
3830,3867,Directed,6348,,,3,US,ORD,SNA,,738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,John Wayne Airport-Orange County Airport,Santa Ana,United States,SNA,KSNA,33.675701,-117.867996,airport,Boeing 737-800,738,B738,"('ORD', 'SNA')",
3830,3678,Directed,6349,,,3,US,ORD,STL,Y,M80 M83 738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,St Louis Lambert International Airport,St. Louis,United States,STL,KSTL,38.748697,-90.370003,airport,,,,"('ORD', 'STL')",
3830,3753,Directed,6350,,,2,US,ORD,SUX,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Sioux Gateway Col. Bud Day Field,Sioux City,United States,SUX,KSUX,42.402599,-96.384399,airport,Embraer RJ145,ER4,E145,"('ORD', 'SUX')",
3830,3745,Directed,6351,,,3,US,ORD,SYR,Y,ER4 CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Syracuse Hancock International Airport,Syracuse,United States,SYR,KSYR,43.111198,-76.1063,airport,,,,"('ORD', 'SYR')",
3830,4040,Directed,6352,,,2,US,ORD,TOL,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Toledo Express Airport,Toledo,United States,TOL,KTOL,41.5868,-83.8078,airport,Embraer RJ145,ER4,E145,"('ORD', 'TOL')",
3830,3646,Directed,6353,,,4,US,ORD,TPA,,M83 738 M80,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Tampa International Airport,Tampa,United States,TPA,KTPA,27.9755,-82.533203,airport,Airbus A319,319,A319,"('ORD', 'TPA')",
3830,3855,Directed,6354,,,3,US,ORD,TUL,Y,ER4 738,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Tulsa International Airport,Tulsa,United States,TUL,KTUL,36.198399,-95.8881,airport,Boeing 737-800,738,B738,"('ORD', 'TUL')",
3830,3636,Directed,6355,,,2,US,ORD,TUS,,M83 M80,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Tucson International Airport,Tucson,United States,TUS,KTUS,32.1161,-110.941002,airport,,,,"('ORD', 'TUS')",
3830,4023,Directed,6356,,,3,US,ORD,TVC,Y,ERD ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Cherry Capital Airport,Traverse City,United States,TVC,KTVC,44.741402,-85.582199,airport,,,,"('ORD', 'TVC')",
3830,3676,Directed,6358,,,3,US,ORD,TYS,Y,ER4,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,McGhee Tyson Airport,Knoxville,United States,TYS,KTYS,35.811001,-83.994003,airport,Embraer RJ145,ER4,E145,"('ORD', 'TYS')",
3830,4356,Directed,6359,,,3,US,ORD,XNA,Y,ER4 CR7,US Airways,US,USA,U S AIR,United States,Chicago O'Hare International Airport,Chicago,United States,ORD,KORD,41.9786,-87.9048,airport,OurAirports,Northwest Arkansas Regional Airport,Bentonville,United States,XNA,KXNA,36.281898,-94.306801,airport,,,,"('ORD', 'XNA')",
3611,3876,Directed,6365,,,2,US,ORF,CLT,,319 CR7,US Airways,US,USA,U S AIR,United States,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8946,-76.201202,airport,OurAirports,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.214001,-80.9431,airport,Airbus A319,319,A319,"('ORF', 'CLT')",
3611,3520,Directed,6366,,,2,US,ORF,DCA,,CRJ,US Airways,US,USA,U S AIR,United States,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8946,-76.201202,airport,OurAirports,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,airport,De Havilland Canada DHC-8-300 Dash 8,DH3,DH8C,"('ORF', 'DCA')",
3611,3670,Directed,6367,,,2,US,ORF,DFW,,M80 M83,US Airways,US,USA,U S AIR,United States,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8946,-76.201202,airport,OurAirports,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,DFW,KDFW,32.896801,-97.038002,airport,,,,"('ORF', 'DFW')",
3611,3797,Directed,6368,,,3,US,ORF,JFK,Y,ER4,US Airways,US,USA,U S AIR,United States,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8946,-76.201202,airport,OurAirports,John F Kennedy International Airport,New York,United States,JFK,KJFK,40.639801,-73.7789,airport,Embraer RJ145,ER4,E145,"('ORF', 'JFK')",
3611,3697,Directed,6369,,,3,US,ORF,LGA,Y,ERD,US Airways,US,USA,U S AIR,United States,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8946,-76.201202,airport,OurAirports,La Guardia Airport,New York,United States,LGA,KLGA,40.777199,-73.872597,airport,Embraer RJ140,ERD,E135,"('ORF', 'LGA')",
3611,3576,Directed,6370,,,2,US,ORF,MIA,Y,ER4,US Airways,US,USA,U S AIR,United States,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8946,-76.201202,airport,OurAirports,Miami International Airport,Miami,United States,MIA,KMIA,25.7932,-80.290604,airport,Embraer RJ145,ER4,E145,"('ORF', 'MIA')",
3611,3752,Directed,6371,,,2,US,ORF,PHL,,CRJ,US Airways,US,USA,U S AIR,United States,Norfolk International Airport,Norfolk,United States,ORF,KORF,36.8946,-76.201202,airport,OurAirports,Philadelphia International Airport,Philadelphia,United States,PHL,KPHL,39.871899,-75.241096,airport,De Havilland Canada DHC-8-300 Dash 8,DH3,DH8C,"('ORF', 'PHL')",
3722,3876,Directed,6380,,,2,US,PBI,CLT,,734 320 319,US Airways,US,USA,U S AIR,United States,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.683201,-80.095596,airport,OurAirports,Charlotte Douglas International Airport,Charlotte,United States,CLT,KCLT,35.214001,-80.9431,airport,,,,"('PBI', 'CLT')",
3722,3520,Directed,6381,,,2,US,PBI,DCA,Y,E75 E70,US Airways,US,USA,U S AIR,United States,Palm Beach International Airport,West Palm Beach,United States,PBI,KPBI,26.683201,-80.095596,airport,OurAirports,Ronald Reagan Washington National Airport,Washington,United States,DCA,KDCA,38.8521,-77.037697,airport,,,,"('PBI', 'DCA')",
